y_relaxed,mp_volume,mp_density,mp_energy_per_atom,mp_formation_energy_per_atom,mp_band_gap,mp_efermi,mp_spacegroup_number,MagpieData mean NUnfilled,MagpieData std_dev NUnfilled,MagpieData mean ElectronAffinity,MagpieData std_dev ElectronAffinity,MagpieData mean Electronegativity,MagpieData std_dev Electronegativity,DemlData mean heat_fusion,DemlData std_dev heat_fusion,DemlData mean boiling_point,DemlData std_dev boiling_point,DemlData mean GGAU_Etot,DemlData std_dev GGAU_Etot,DemlData mean FERE correction,DemlData std_dev FERE correction,PymatgenData mean row,PymatgenData std_dev row,PymatgenData mean block,PymatgenData std_dev block,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons,transition metal fraction,mean simul. packing efficiency,mean abs simul. packing efficiency,dist from 1 clusters |APE| < 0.010,dist from 3 clusters |APE| < 0.010,dist from 5 clusters |APE| < 0.010,band center,max ionic char,avg ionic char,vpa,mean absolute deviation in relative bond length,max relative bond length,min relative bond length,minimum neighbor distance variation,maximum neighbor distance variation,range neighbor distance variation,mean neighbor distance variation,avg_dev neighbor distance variation,mean absolute deviation in relative cell size,structural complexity per atom,structural complexity per cell
-283.9754845,282.50599379120706,3.889672338046201,-6.856579260714286,-2.1996417928571432,4.5041,-1.150649169999999,12,2.2857142857142856,2.0873770280289223,104.24285714285715,57.067541437443104,2.5085714285714285,1.5243265491919469,5895.428571428572,16297.981391220552,1027.8285714285714,2157.0992764755706,-4.179714285714286,2.897775156416187,0.17932684332791873,0.2257855475863874,3.2857142857142856,1.9639610121239315,1.8571428571428572,0.8451542547285167,1.5714285714285714,2.2857142857142856,0.7142857142857143,0.0,0.34375,0.5,0.15625,0.0,0.14285714285714285,0.02663248612342988,0.05465575409068862,0.06172133998483728,0.07494310126634592,0.1000497338761663,4.910581077201665,0.8202341305415322,0.17611326804082064,20.17899955651479,0.100964712669557,1.0979209870901083,0.6466233567338288,0.04386007965723139,0.16077071151708014,0.11691063185984875,0.11068059114935243,0.044568786442496976,0.16538850510974076,2.521640636343318,35.302968908806456
-442.41085375,193.01612307726546,6.7246489797814455,-4.763012430714285,-0.65898790047619,0.0,3.05043119,141,1.4285714285714286,0.6123724356957945,130.14285714285714,12.112596748839614,2.5685714285714285,0.9339733668579635,7066.571428571428,7383.151867596927,1648.6571428571428,1708.019306828819,-2.9214285714285713,2.3011518854695363,0.08154564636746854,0.17878935006939325,3.4285714285714284,1.6007810593582121,2.5714285714285716,0.6123724356957945,1.4285714285714286,1.7142857142857142,5.714285714285714,0.0,0.16129032258064516,0.19354838709677416,0.6451612903225806,0.0,0.5714285714285714,0.002907156644800838,0.00920264899173952,0.03499271061118926,0.06494165470810553,0.07474442446756818,5.584171962936115,0.4472779356966061,0.10798978996929509,13.78686593409039,0.09712461125676164,1.1699680696993333,0.9244579071450961,0.16193178513431974,0.18086498530907755,0.018933200174757803,0.17496739888093485,0.006654517696016433,0.18250077915506288,1.9502120649147465,27.302968908806452
-529.28204909,27.771067003632275,3.353083748678994,-6.7827998350000005,-3.306019392499999,3.6301,2.25697064,225,1.0,1.4142135623730951,71.685,98.02621307589108,2.2199999999999998,1.7253405460951758,4381.0,5881.714205909702,923.6,1178.6055828817373,-3.46,2.1637467504308354,0.26000000000000023,0.042426406871192576,3.0,1.4142135623730951,1.5,0.7071067811865476,2.0,2.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,-0.02786022669853855,0.04486184361396145,0.06428243465332154,0.08338350095030946,0.10558849052055716,4.810303542778814,0.7742664595807831,0.19356661489519578,13.885533501816138,0.0,1.0,1.0,2.3576277714570656e-07,2.3576277716268022e-07,1.6973666760249323e-17,2.357627771541934e-07,8.486833380124661e-18,0.0,1.0,2.0
-367.93871876,278.0863765695177,7.803341920061429,-6.315899490499999,-1.9634968209999992,1.8794,3.48520627,54,2.8,1.5583874449479593,108.61999999999999,59.173256507600506,2.83,1.0022831079946566,3431.2,5711.526090784693,916.92,1379.8026111420015,-4.412000000000001,1.0413041273875208,0.2049399342688239,0.4183805600736331,3.2,2.138089935299395,2.0,0.0,2.0,3.2,4.0,2.8,0.16666666666666666,0.26666666666666666,0.3333333333333333,0.2333333333333333,0.0,0.03600469226368166,0.03600469226368166,0.023328473740793897,0.05020256478479065,0.05983150259869657,5.609916791565963,0.48532775582672116,0.10619203160354437,13.904318828475885,0.07281238992192321,1.0564106237459014,0.8179690251951917,0.13445245622284446,0.18768082298516411,0.05322836676231965,0.16681501289749226,0.024087914354665785,0.11443337180836062,1.9219280948873623,38.43856189774725
-791.77567466,258.8135604925488,4.533626381964133,-7.526046116428573,-2.802741493571429,3.205599999999999,5.99910595,74,2.857142857142857,1.7928429140015905,108.71428571428571,56.896679541579076,2.698571428571429,1.1391538212951877,5641.142857142857,8692.80862059471,1304.3999999999999,1861.6828838446145,-4.441428571428572,0.8387618425819267,0.3487448646473142,0.3176613204355493,2.5714285714285716,0.9636241116594315,2.142857142857143,0.46291004988627577,2.0,2.5714285714285716,1.1428571428571428,0.0,0.35,0.45,0.19999999999999998,0.0,0.14285714285714285,-0.02889975691472137,0.032574288822722654,0.04208273180784421,0.04804264442177231,0.05402275637112256,5.471606076266102,0.5670898161093587,0.12965906012474274,9.243341446162457,0.05664689109179943,1.0556612021975529,0.9061654968227486,0.014235179419959965,0.18734524930557286,0.1731100698856129,0.13404021830464047,0.06823079872461528,0.09125760535477115,2.235926350629032,62.6059378176129
-384.9629457,141.73504179825846,3.710461604240207,-5.075604036363637,-1.841294021990595,1.653599999999999,1.84141551,5,1.6363636363636365,0.8451542547285166,97.47272727272728,55.33353413618183,2.1727272727272724,1.574053003282563,3073.6363636363635,7071.456225054154,735.5454545454545,815.3639082379982,-3.2018181818181817,2.3874223996364186,0.1648737101278689,0.14338969770617388,2.727272727272727,1.1338934190276817,1.5454545454545454,0.6546536707079771,1.5454545454545454,2.090909090909091,0.9090909090909091,0.0,0.33999999999999997,0.45999999999999996,0.19999999999999998,0.0,0.0,-0.003735512254602497,0.008363037507127686,0.024742320634173767,0.039097585849582936,0.053232773269688935,4.650150230500473,0.792997622442975,0.19079596767248425,12.885003799841678,0.07504722214353751,1.129769922593056,0.8336914144414835,0.04237741622644668,0.201859370581089,0.1594819543546423,0.10737864567718979,0.04744700843873009,0.15402807865032858,2.7321588913645702,30.05374780501027
-666.50579363,127.37366888531922,5.679972507874327,-7.845843481666667,-1.805833821666667,0.209399999999999,4.22652687,109,3.0,2.581988897471611,120.71666666666665,47.19946445082236,2.945,1.0249471531092063,7564.666666666667,14692.197990014214,1334.8,2491.975248673228,-5.026666666666666,0.7141272840171963,-0.010710426343086906,0.4825362000434363,2.8333333333333335,1.7159383568311666,2.3333333333333335,0.6666666666666667,1.8333333333333333,2.6666666666666665,1.8333333333333333,0.0,0.2894736842105263,0.42105263157894735,0.2894736842105263,0.0,0.3333333333333333,0.02528472911013106,0.027052888314111196,0.01774992567233987,0.03147513881451953,0.04346984973794864,6.079764490835323,0.5591387152201337,0.09665121139914029,10.614472407109934,0.09976508751579265,1.0815635767411855,0.8285380654675281,0.016222850333088443,0.1767649345699585,0.16054208423687005,0.12170592736721732,0.06481875639483374,0.17789134281994454,1.9182958340544896,23.019550008653873
-782.56213437,131.36462388371612,4.634255277198486,-9.186236886666665,-3.55875977333333,4.1495,3.01747659,141,3.3333333333333335,3.1269438398822857,123.11666666666667,52.012461113766875,2.8316666666666666,1.238720217715759,12014.666666666666,26426.778371778713,1369.3,2631.3306025659335,-5.33,0.8333466665600013,0.3454199269360088,0.26094937840917143,2.6666666666666665,1.5634719199411433,2.1666666666666665,0.5270462766947298,2.0,3.0,0.3333333333333333,0.0,0.375,0.5625,0.0625,0.0,0.0,0.036175680171972834,0.036175680171972834,0.07856742013183844,0.07959483278548336,0.09261898178040832,6.155638167489276,0.6714364484660806,0.12646864765126212,10.947051990309676,0.10171656550030024,1.0762875953830777,0.7469439994695085,0.03150536581701092,0.19071658353031462,0.1592112177133037,0.1512940825363108,0.05256242150133821,0.17148027986760855,1.2516291673878228,15.019550008653873
-451.67582389,87.20233463225763,5.474778978440372,-8.37413529875,-1.741881976724138,0.09050000000000001,5.32632052,65,3.125,1.8848425873126298,84.5,85.77326291787521,2.54,1.1767215831327842,7211.0,9208.336817654337,1318.6,1629.7342682974906,-5.5649999999999995,1.5156586200828925,0.11518507187220006,0.1550375564360148,3.0,1.2977713690461004,2.5,0.6488856845230502,2.0,2.0,2.875,0.0,0.2909090909090909,0.2909090909090909,0.41818181818181815,0.0,0.5,0.02583636434377251,0.03734678799997743,0.035355339059327,0.04398264056274509,0.06380615820538654,5.40700720333074,0.5905846039144353,0.13991774012262082,10.900291829032204,0.0070351245844588045,1.0261374811093023,0.976776486250117,0.0036512211942433216,0.03329316274265515,0.029641941548411824,0.017426688666336815,0.006795670693305002,0.012503788855318481,2.25,18.0
-312.07875959,327.19939876346217,5.548334056425125,-7.604101747307693,-1.862553625,0.09440000000000001,4.27009551,186,2.6153846153846154,2.6865202966565924,103.36153846153846,70.99518507862224,2.869230769230769,1.0008029385144361,9575.076923076924,19907.240314933704,1370.5846153846153,2679.559694524781,-4.96876923076923,2.5154337511693163,0.15355384615384654,0.3034338764727898,3.0,1.763149356173184,2.3846153846153846,0.659380473395787,1.7692307692307692,2.4615384615384617,2.6923076923076925,0.0,0.25555555555555554,0.35555555555555557,0.3888888888888889,0.0,0.23076923076923078,-0.017462358783303038,0.02142229506285082,0.03733244144066865,0.050642824931570594,0.059597134380750275,6.027880441661603,0.5511313621135028,0.011989674849831114,12.58459226013316,0.08389451756751207,1.1593885229812202,0.8647561528506388,0.02064334014524375,0.20140382757836472,0.18076048743312098,0.13617773388691376,0.06787900730893798,0.14551735993854537,2.6031579868726,67.6821076586876
-681.08987792,311.1958717643233,7.355103194029816,-6.345887718,-2.260618635000001,0.3106,3.74981058,14,1.8,1.3093073414159542,103.846,70.87660887566706,2.658,1.3573714093265494,3913.2,6164.187491354512,752.52,1086.7005054620286,-4.142,1.713963660224869,0.17544875040043734,0.3651371652034506,3.4,2.32992949004287,1.8,0.5345224838248488,2.0,3.0,2.0,2.8,0.2040816326530612,0.3061224489795918,0.2040816326530612,0.2857142857142857,0.0,0.07271386631580481,0.07315397495778017,0.048562090605646493,0.06105750038157726,0.07168796117271725,5.508122390174284,0.7877573323062756,0.15200125884926174,15.559793588216163,0.06426425725483746,1.0436908821466784,0.8037515855238305,0.001988191863330689,0.1526063113673952,0.1506181195040645,0.1037994147547107,0.04446620296747126,0.11321428287779148,2.5219280948873624,50.43856189774725
-394.54583063,640.6037446984542,5.7121711766165895,-6.6198656775,-2.438738281388889,0.42209999999999903,2.26629469,140,1.4444444444444444,1.4142135623730951,90.0611111111111,77.93910317900654,2.4166666666666665,1.56487115735783,4590.0,7201.542226133414,1120.0,1580.5601978825214,-3.9322222222222223,1.883724340582865,0.29468373723465674,0.2632211569185951,3.5555555555555554,2.4316750354973156,1.7777777777777777,0.8340576562282991,2.0,2.2222222222222223,0.7777777777777778,0.0,0.4,0.4444444444444445,0.15555555555555556,0.0,0.1111111111111111,0.028914788893054974,0.031255703244906674,0.13436636851405326,0.14574171550099693,0.15406650083196732,5.013197822474205,0.8032113561415081,0.1849260592330564,17.794548463845945,0.068308816112608,1.1047388668868166,0.6926036695114061,0.017352605656777553,0.14547781170866111,0.12812520605188357,0.10117835552872562,0.04117065899265323,0.10081941961062386,2.0588138903312014,74.11730005192325
-426.8943416,77.29908558651587,7.356434052251263,-5.390518846000001,-1.447628566500001,0.0,1.91578066,221,2.0,0.8451542547285166,112.22,50.686036397752446,2.632,1.4162929479050985,2751.2,5539.096264605935,613.72,933.3574051317564,-3.998,2.0861344977870298,0.12992872459836685,0.3054890645841803,3.4,2.32992949004287,1.8,0.5345224838248488,1.8,3.0,2.0,2.8,0.1875,0.3125,0.20833333333333334,0.2916666666666667,0.0,0.053692257426381354,0.05906538335230729,0.0,0.061145945969190506,0.08540574896966625,5.282527554092464,0.8202341305415322,0.1580351656295796,15.459817117303174,0.08415758215809144,1.116671577211842,0.7896060446047711,0.0,0.122407749927483,0.122407749927483,0.07344464995648978,0.05875571996519171,0.15000000000000002,1.3709505944546687,6.854752972273344
-449.52555678,258.5959349276951,6.106813816529397,-7.715396126249992,-2.119747337916659,0.8623000000000001,5.25029396,65,2.8333333333333335,2.068278940998476,121.91666666666667,41.33879668194408,2.9116666666666666,1.068594611835772,6848.0,13256.023938823688,860.8000000000001,1603.477504259622,-5.2283333333333335,1.379140231367999,0.13689320833851193,0.20925294192131413,2.8333333333333335,1.7159383568311666,2.1666666666666665,0.5270462766947298,1.8333333333333333,3.1666666666666665,2.5,0.0,0.24444444444444444,0.4222222222222222,0.3333333333333333,0.0,0.16666666666666666,0.006748690489729721,0.0069690863230632005,0.037113480951262705,0.051958873331766096,0.06875822084682409,6.2277843469713705,0.5471072787601053,0.10439118445524696,10.774830621987297,0.09870656598819087,1.128362440229459,0.850966014130366,0.008643483372611095,0.17332448673445122,0.16468100336184013,0.11524747774493083,0.06993584663771817,0.17419717113680472,1.9182958340544896,46.039100017307746
-612.48097588,1002.9626950383653,3.362714362781847,-6.60618519703125,-1.73185696134375,2.1388,1.64300027,61,2.25,1.3784048752090223,86.525,70.44074815048461,2.3825,1.4118463089160946,4143.5,7135.631688925655,1086.6,1572.3172504300778,-4.265000000000001,2.3837533429446935,0.1457184140850546,0.2187590548843701,3.0,1.2649110640673518,2.0,0.8944271909999159,1.75,2.0,1.5,0.0,0.3333333333333333,0.38095238095238093,0.2857142857142857,0.0,0.25,0.04050942414062503,0.046369814140625076,0.06236095644623278,0.08854565547185128,0.12245104336677601,4.853977921794106,0.8202341305415322,0.17621346648787484,15.671292109974457,0.10208955908565284,1.1953569791925145,0.7954678838655277,0.0792976790356712,0.21960482802936526,0.14030714899369406,0.16228411403821397,0.04533114413891614,0.16730890988228309,3.0,192.0
-285.61672979,209.7742886267484,3.948785796431041,-5.783118308124999,-2.216683605344827,2.8582,0.09320264,33,2.5,1.8973665961010275,90.925,64.23590117683413,2.4050000000000002,1.3670552293159188,2158.5,2790.711665507564,953.35,1241.3915079458213,-3.56,1.9798585808082356,0.3214918443068534,0.2494130281123728,2.75,1.0488088481701516,1.75,0.5477225575051662,1.75,2.25,2.5,0.0,0.2692307692307692,0.34615384615384615,0.38461538461538464,0.0,0.0,-0.02237276458203763,0.042082368230462186,0.037416573867739576,0.04390821908952317,0.05045887247942776,4.749911756205586,0.792997622442975,0.17079145770048057,13.110893039171774,0.07355409973545607,1.1354640011718853,0.8633049858745045,0.12811377431603257,0.1874150962809547,0.05930132196492213,0.16026970590616946,0.01759524571908494,0.1123329875002585,2.0,32.0
-738.56638805,119.77140138378309,5.959897098396696,-8.027599675714287,-3.430814742857144,2.9787999999999992,1.8792550000000001,139,2.2857142857142856,3.295017884191656,90.42857142857143,78.04026090056703,2.41,1.5835719118499165,5412.571428571428,9541.038068709895,1332.685714285714,2162.5336800019686,-4.345714285714286,2.1455518770570094,0.3880422687592363,0.2535431062177696,3.5714285714285716,2.434865792722759,1.8571428571428572,0.8451542547285167,2.0,2.2857142857142856,0.2857142857142857,0.0,0.4375,0.5,0.0625,0.0,0.0,0.02480816686369734,0.030403051906321994,0.04629100498862965,0.05749923418612879,0.0792418834004569,5.03345813052865,0.8032113561415081,0.18787615149775438,17.110200197683298,0.0671969348272974,1.0610735356544483,0.7740572918350137,0.004708396733126872,0.12048532919048,0.11577693245735313,0.06838179194704971,0.03966154002489982,0.1989249556031254,1.9502120649147465,13.651484454403226
-777.07454843,491.4574037777165,9.283679194004945,-7.9195099782352925,-2.406476838215685,2.7997,3.8366377,2,2.823529411764706,2.2087051361325662,116.34117647058824,52.26712056247113,2.8776470588235292,1.0833007618111143,6943.64705882353,16069.60836906535,1164.8352941176472,2540.979382155735,-5.2688235294117645,2.087129478364833,0.11951955349502441,0.352989879999818,3.411764705882353,2.6711673731039647,2.1176470588235294,0.45022516889074815,2.0,3.2941176470588234,2.7058823529411766,4.9411764705882355,0.15454545454545454,0.2545454545454545,0.2090909090909091,0.38181818181818183,0.11764705882352941,0.04832939016202318,0.04832939016202318,0.022587623699048206,0.04211656754535236,0.05903451581712795,6.087440615382263,0.6097235715364788,0.10850757666570876,14.454629522874015,0.06451576007788283,1.0886471265448607,0.7705075534864279,0.018344960105539227,0.18715670528189682,0.16881174517635758,0.11183455989824817,0.0366261988630545,0.1258167418393258,4.08746284125034,138.97373660251156
-498.9176439,928.6532929159865,6.202404431213878,-6.45084857462963,-2.391840418518519,2.516,2.99332622,2,1.7777777777777777,1.3385315336840842,99.12666666666667,71.9586461969651,2.582222222222222,1.3217854087054626,4443.333333333333,6215.51566645922,848.7777777777778,1102.2791237552613,-4.1033333333333335,1.5839862688798791,0.11993326029869324,0.31071029271082545,3.3333333333333335,2.1213203435596424,1.7777777777777777,0.5400617248673217,2.0,2.888888888888889,2.2222222222222223,3.111111111111111,0.1956521739130435,0.28260869565217395,0.2173913043478261,0.30434782608695654,0.0,0.04522062193000189,0.04522062193000189,0.03888078956798777,0.06318927730087727,0.0775940036267313,5.3974707457109705,0.7742664595807831,0.15578119640033478,17.197283202147897,0.038127115903572005,1.0904882192283196,0.9170937369878794,0.06511434044805602,0.28588032335321034,0.2207659829051543,0.16814853456087994,0.04611721026526212,0.08548406438623231,4.754887502163471,256.7639251168274
