sid,y_relaxed,bulk_id,bulk_symbols,miller_index,traj_id,slab_sid,ads_symbols,nads
22576,-379.07968041,CdRuO4-rutile,Cd1Ru1O4,"(2, 1, 1)",CdRuO4_CdRuO4-rutile_clean_9SnZoOAVHM,,,0
33954,-166.66252448,mp-27253,Au16O24,"(0, 1, 0)",Au2O3_mp-27253_clean_lFz3ny7cbg,,,0
70385,-272.95620283,mp-983578,Cs1Bi1O3,"(2, 1, 1)",CsBiO3_mp-983578_clean_KTASox8620,,,0
75279,-932.47762798,mp-8727,Ba24Pt6O36,"(1, 0, 1)",Ba4PtO6_mp-8727_clean_lCSQcyaguO,,,0
9304,-328.13095044,mp-999539,Mn4O4,"(1, 2, 0)",MnO_mp-999539_clean_Tdd0GBcxHS,,,0
85231,-376.91254231,mp-867719,Fe2Pt2O4,"(1, 2, 2)",FePtO2_mp-867719_clean_O8w8PUDCRT,,,0
82300,-332.28404027,mp-9127,Ba1Sb2O6,"(2, -1, 2)",1029114_Ba-SbO3-2_mp-9127_clean_lrFUI6ZGTA,,,0
34302,-646.52589473,mp-1223635,K1Mn8O16,"(1, 1, 0)",KMn8O16_mp-1223635_clean_gqBbkOGEvG,,,0
79186,-337.32836139,mp-975208,Rb1Ru1O3,"(3, 2, 2)",RbRuO3_mp-975208_clean_4pK72UhYj7,,,0
35919,-561.85798325,mp-1078915,Ba3Ca1O4,"(2, 1, 0)",Ba3CaO4_mp-1078915_clean_juYI2og3xE,,,0
82455,-208.60057125,mp-755959,Na8Li8O8,"(1, 1, 0)",1031829_NaLiO_mp-755959_clean_QTbDH7isOS,,,0
24162,-582.05453391,mp-1101169,Y18Al6O36,"(1, 1, 0)",Y3AlO6_mp-1101169_clean_JebShNnsvR,,,0
24039,-316.85027332,mp-753357,Sr1Bi5O9,"(1, 2, 0)",SrBi5O9_mp-753357_clean_WBadJK7jZc,,,0
80517,-283.95064524,mp-22428,Sr4Ce4O12,"(0, 1, 0)",SrCeO3_mp-22428_clean_QSyOzMLYFA,,,0
79311,-479.58817657,mp-1180771,K4Co4O8,"(2, 1, 0)",KCoO2_mp-1180771_clean_10wscQGxv1,,,0
45109,-134.43629344,mp-4405,Rb3Au1O1,"(3, 1, 0)",90423983534_Rb3AuO_mp-4405_clean_yzayoJ2RaW,,,0
34682,-612.44143171,mvc-678,Ti1W2O8,"(0, 1, 1)",Ti-WO4-2_mvc-678_clean_tAVpYvwdJl,,,0
3890,-377.76155836,mp-1214246,Bi24Ir2O40,"(1, 0, 0)",Bi12IrO20_mp-1214246_clean_Blf0mbsCYx,,,0
22098,-588.82528131,mp-8335,Ba4Zr2O8,"(1, 0, 1)",Ba2ZrO4_mp-8335_clean_hV0aR0pwIE,,,0
69313,-634.93319658,mp-1095546,Re4O8,"(1, 2, 0)",ReO2_mp-1095546_clean_ckquY9ayhP,,,0
74451,-503.31858203,mp-756271,Cu8Ni16O32,"(1, 1, 0)",Cu-NiO2-2_mp-756271_clean_uRnk6d01JA,,,0
38755,-481.02080921,mp-756382,Sr18W6O36,"(1, 0, 1)",Sr3WO6_mp-756382_clean_5Jduf2RkIX,,,0
21797,-698.03083159,mp-758784,Y1Zr4O9,"(1, -2, 1)",YZr4O9_mp-758784_clean_6pmYP8kTlA,,,0
44840,-299.59855932,mp-558172,Ca2Pt4O8,"(1, 1, 1)",904239835_Ca-PtO2-2_mp-558172_clean_94MEnPqulH,,,0
74857,-520.79248737,mp-755541,Cs12Y4O12,"(1, 0, -2)",Cs3YO3_mp-755541_clean_ShDrQsmRLE,,,0
83133,-618.98470351,mp-5594,Sc4Si4O14,"(0, 1, 0)",1020269_Sc2Si2O7_mp-5594_clean_chL84P2f1V,,,0
70824,-293.18497587,mp-1096875,Cr4Ag4O8,"(0, 1, 0)",CrAgO2_mp-1096875_clean_nYFaRSQVGy,,,0
