sid,y_relaxed,bulk_id,bulk_symbols,miller_index,traj_id,slab_sid,ads_symbols,nads
493,-379.4059366,mp-29892,Li2Sb6O16,"(0, 1, 0)",LiSb3O8_mp-29892_ZAWWPyGcng_FGnR5xwea1,18088.0,H,1
8105,-379.46045337,mp-1215862,Zn14Sb4O24,"(0, 1, 0)",Zn7-SbO6-2_mp-1215862_t4DlfVJF7X_avfFqUkSnj,23405.0,H,1
16467,-379.00396123,mp-29892,Li2Sb6O16,"(0, 1, 0)",LiSb3O8_mp-29892_Y0XpxuQXve_jP5Kzh4VQM,9521.0,H,1
9036,-280.39019594,mp-19216,Zn4Mo6O16,"(1, 0, 0)",Zn2Mo3O8_mp-19216_kzlEepOOPr_YhTjKk9mEu,35767.0,H,1
83831,-237.5210379,mp-1183706,Ce1Mn1O3,"(2, 1, 0)",CeMnO3_mp-1183706_zTPvQpexMu_SE3NEfqGHp,85758.0,H,1
15067,-524.43733341,mp-3258,Ca12Ru8O28,"(1, 1, 0)",Ca3Ru2O7_mp-3258_4g5decYQRX_ZBwuGU9p16,31712.0,H,1
84153,-570.47129192,mp-4530,Cd16Si8O32,"(1, 0, 1)",Cd2SiO4_mp-4530_3HvVGrnSYI_ASuiWnB4UD,85407.0,H,1
84347,-289.50183248,mp-22467,Sn4Pb8O16,"(1, 0, 0)",Sn-PbO2-2_mp-22467_tHR7RbJ6Bg_vGrRbDkNRj,85862.0,H,1
36737,-286.83621728,mp-774332,Na4Co4O6,"(0, 1, 1)",Na2Co2O3_mp-774332_hVxBi3uSYc_CxY9QfLqRt,27848.0,H,1
83520,-373.6301118,mp-1078329,Zn6Pb6O18,"(1, 1, 0)",1029868_ZnPbO3_mp-1078329_HV9hkPIZO3_Z7LQpNRgQB,83435.0,H,1
7212,-524.58020766,mp-755580,V4Ga4O12,"(1, 0, 0)",VGaO3_mp-755580_QKH0cmnuZo_7ioBvaqZ6H,39516.0,H,1
41526,-488.49431213,mp-1336,Pd2O2,"(3, 1, 0)",90423983534_PdO_mp-1336_DO0ACHf4pn_SrFyR4NjkI,40894.0,H,1
38435,-334.91562878,mp-997034,Ba4Cu4O8,"(1, 3, 0)",BaCuO2_mp-997034_HMWTtNogRH_XyxL4ITLFt,28919.0,H,1
6312,-321.91519429,mp-755307,Ti2Mn6O16,"(1, 0, 0)",TiMn3O8_mp-755307_t1YLdIxWQQ_q7VqtERuFc,40207.0,H,1
33347,-842.24457304,mp-561418,Zr36O12,"(1, 0, -2)",Zr3O_mp-561418_lZg3Cbv9Vf_iCzk6rEk1I,7917.0,H,1
30541,-545.2656108,mp-754757,Sb4Rh4O16,"(1, 0, 0)",SbRhO4_mp-754757_VxfQRn9U1y_yGNImnn8qK,28610.0,H,1
37397,-835.2684987,mvc-9161,Ca3Mo12O24,"(1, 0, 1)",Ca-MoO2-4_mvc-9161_wLkBXkvO0K_ogTgt7l9VA,36433.0,H,1
7571,-472.68835366,mp-5461,Rb6Ta2O16,"(0, 0, 1)",Rb3TaO8_mp-5461_LoDSRrvQ73_FOACZRX93R,35755.0,H,1
38754,-180.41191164,mp-4236,Ba3Zn3O6,"(1, 0, 0)",BaZnO2_mp-4236_izoFjA6bOQ_pnOxPXDeOD,605.0,H,1
33852,-135.40629451,mp-1102898,K6Ni2O4,"(1, 0, 0)",K3NiO2_mp-1102898_co8efJGUqw_okSZueRV29,26331.0,H,1
2702,-317.69322943,TeAuO4-rutile,Te1Au1O4,"(2, -1, 3)",TeAuO4_TeAuO4-rutile_sR02Vb0vN9_93GJJZ2vkx,32189.0,H,1
81577,-192.37157005,mp-13744,Rb12Ga4O12,"(1, 0, 0)",1028014_Rb3GaO3_mp-13744_ea326QvOxp_fMlq2rQw43,82728.0,H,1
70543,-420.99784699,mp-752462,Cr2Co4O12,"(2, 0, 1)",Cr-CoO3-2_mp-752462_CabFt9jUVD_1Oshi5nNYE,79193.0,H,1
16551,-468.58304058,mp-557680,Nb4Ag4O12,"(0, 2, 1)",NbAgO3_mp-557680_qHcCDek7F5_vWjK2WzzJX,21940.0,H,1
29735,-345.7054994,mp-2672,K8O8,"(2, 3, 2)",K2O2_mp-2672_LZYZSCOOQl_ZNIyXPW31Z,79777.0,H,1
84056,-141.70599208,mp-27716,K4Tl4O4,"(1, 1, -2)",KTlO_mp-27716_IwnjoRdd68_HlasbF4MMF,85477.0,H,1
74707,-287.61762603,mp-651814,Cs2V6O16,"(0, 1, 0)",CsV3O8_mp-651814_5Jp9wCwEge_LcNO6rkM8d,78436.0,H,1
39579,-432.08096542,mp-561189,Rb6Si10O23,"(1, 0, 0)",Rb6Si10O23_mp-561189_gSeMf34EUt_odSaPrJ7Ka,24823.0,H,1
27739,-284.05865986,mp-4405,Rb3Au1O1,"(3, 2, 0)",Rb3AuO_mp-4405_cs4Q1Cizoj_8GEaGsQexe,7462.0,H,1
18998,-406.74183569,mp-30120,K6Bi2O8,"(1, 2, -1)",K3BiO4_mp-30120_NhIOkejSXJ_5wnYKTW2Nb,39319.0,H,1
45692,-230.39675937,mp-975255,Rb1Pd1O3,"(2, 1, 0)",90423983501299385769012_RbPdO3_mp-975255_xgn5AOqUkh_L690nhv1uK,45385.0,H,1
71653,-461.74246839,mp-545622,Zn4W4O16,"(1, 1, 0)",ZnWO4_mp-545622_JpAeZKzpSC_CcLr0o2jUi,76708.0,H,1
5431,-403.64073168,TlMoO4-rutile,Tl1Mo1O4,"(2, 1, 3)",TlMoO4_TlMoO4-rutile_ZcsmE7GwOY_r5t5iEOhve,79855.0,H,1
6539,-812.93828633,mp-1258775,Mn6Al6O18,"(1, 0, 1)",MnAlO3_mp-1258775_3hhnsc0ITY_VaeWWsrcHL,81030.0,H,1
9990,-402.19804744,mp-540788,K8Mo12O40,"(1, 1, 0)",K2Mo3O10_mp-540788_Y2TIpKxXP3_23OVY4V56S,27827.0,H,1
7435,-748.14966279,mp-3790,Sr2Nb16O28,"(0, 1, 0)",SrNb8O14_mp-3790_4fLTTMxySS_OJwjLc7Obm,2919.0,H,1
5253,-473.37664428,mp-560670,Mg4Se4O16,"(1, 1, 0)",MgSeO4_mp-560670_M1lmqrjoFt_3nmnjgucTV,17603.0,H,1
23808,-528.51215455,mp-1176471,Mn2Co18O20,"(1, 1, -1)",MnCo9O10_mp-1176471_koZpbFwDQS_EKc1DRdf08,79401.0,H,1
11556,-335.05274944,mvc-2834,Mg2Sn8O16,"(1, 1, -1)",Mg-SnO2-4_mvc-2834_tjFQdgX0hq_t68qo2ISmc,37277.0,H,1
2278,-394.00151559,mp-997039,Ag1Pd1O2,"(0, 1, 3)",AgPdO2_mp-997039_bG4iVRehkv_6MEpGhQ8KP,38702.0,H,1
71706,-487.92113786,mp-1105160,Sr4Ir4O12,"(1, 0, 1)",SrIrO3_mp-1105160_nQGkYuyA9R_OnEvkaTtXG,71668.0,H,1
70714,-431.7160214,mp-1188979,Li8Os4O24,"(1, 0, 1)",Li2OsO6_mp-1188979_YqgfRF65uf_LlHoHiMGXE,75255.0,H,1
32858,-350.69260355,mp-675991,Cd6Bi20O40,"(1, 0, 0)",Cd3-BiO2-10_mp-675991_ItFkBhaToi_HlpBDG8Miw,20583.0,H,1
34,-181.5161498,mvc-3874,Zn4Bi4O12,"(1, 0, -1)",ZnBiO3_mvc-3874_hz7yTfX4Zs_8BiroCgfRE,79230.0,H,1
39062,-535.9309005,mvc-14203,Ca12Sb8O28,"(0, 1, 0)",Ca3Sb2O7_mvc-14203_YATF5wWSTE_lcA2AG0u00,31870.0,H,1
11655,-414.29058153,mp-1099255,Mg3Cd1O4,"(1, 0, 0)",Mg3CdO4_mp-1099255_aP8Vg5EXcd_xpkEYKJuif,15830.0,H,1
42911,-308.98355276,mp-1075911,Rb1Nb1O3,"(1, 0, 0)",904239835_RbNbO3_mp-1075911_AQkRjI5KoI_sgBa2aCFI2,43887.0,H,1
34649,-178.33184618,mp-755584,Cr2Pt2O4,"(1, 1, 0)",CrPtO2_mp-755584_OoM2KvAcA7_Lg7nSUk8M2,20305.0,H,1
74392,-488.86996359,mp-550479,Co2Re4O16,"(1, 0, 0)",Co-ReO4-2_mp-550479_3PcoJkzEm7_HUGsKbwUIK,78939.0,H,1
4692,-266.3385243,mp-755072,Na4O2,"(1, 3, 2)",Na2O_mp-755072_SHbswYpTpK_6xgVLhmqgV,23255.0,H,1
74343,-509.39627932,mp-1244932,Ga32O48,"(0, 0, 1)",Ga2O3_mp-1244932_NvnmnfplDB_BcS1pJELaK,,H,1
30184,-674.17756918,mp-504423,Mn6Co4O16,"(1, 1, 0)",Mn3-CoO4-2_mp-504423_enFSyMI9Hq_RqO9C6Cbf4,27717.0,H,1
38217,-799.66917019,mp-755326,Sr6W2O12,"(1, 1, 1)",Sr3WO6_mp-755326_roWAFEl5xf_C41BzfCW77,80573.0,H,1
16404,-382.9495452,mvc-5808,Cr2Ir2O12,"(0, 1, 0)",CrIrO6_mvc-5808_HhCixPtSRl_UQLmkMt5cH,11373.0,H,1
1415,-369.61931836,mp-5338,Zn8Se8O24,"(1, 0, 0)",ZnSeO3_mp-5338_iqWmNaiuiM_bQfXQlViy7,32901.0,H,1
11590,-498.56375116,mp-9808,Rb6Nb2O16,"(0, 0, 1)",Rb3NbO8_mp-9808_nm5IYe0MPS_fM836J6XeC,16312.0,H,1
27387,-354.80950276,mp-550172,Sn2O4,"(1, 2, 1)",SnO2_mp-550172_240dWp7HRz_HAepjVMtej,15128.0,H,1
10662,-635.29267795,mp-753629,Zr12O6,"(1, 1, 0)",Zr2O_mp-753629_os0d9w4Tkc_2MxuM07ekG,4317.0,H,1
2442,-798.36037415,mp-1190968,Y12Ta4O28,"(1, 0, 0)",Y3TaO7_mp-1190968_J9kDi6RG0p_7pC35NRm7N,13725.0,H,1
12482,-470.02512309,mp-5563,Ag20Ge4O16,"(1, 0, -1)",Ag5GeO4_mp-5563_ZYDOHDMnlR_lr0PMRTTk5,80520.0,H,1
