y_relaxed,mp_volume,mp_density,mp_energy_per_atom,mp_formation_energy_per_atom,mp_band_gap,mp_efermi,mp_spacegroup_number,MagpieData mean NUnfilled,MagpieData range NUnfilled,MagpieData std_dev NUnfilled,MagpieData mean ElectronAffinity,MagpieData range ElectronAffinity,MagpieData std_dev ElectronAffinity,MagpieData mean Electronegativity,MagpieData range Electronegativity,MagpieData std_dev Electronegativity,DemlData mean heat_fusion,DemlData std_dev heat_fusion,DemlData mean boiling_point,DemlData std_dev boiling_point,DemlData mean GGAU_Etot,DemlData std_dev GGAU_Etot,DemlData mean FERE correction,DemlData std_dev FERE correction,PymatgenData mean row,PymatgenData std_dev row,PymatgenData mean block,PymatgenData std_dev block,transition metal fraction,band center,density,vpa,packing fraction,en_mean,en_max,en_min,en_range,en_std,en_weighted_mean,en_diff_mean,en_diff_max,en_diff_min,en_diff_weighted_mean,en_diff_std,n_atoms
-637.64803022,291.8581581647271,5.90093287138487,-6.966845545357144,-2.064265934642857,0.5741,3.53324469,74,3.142857142857143,3.0,1.7928429140015905,91.07142857142857,125.3,76.45729900688731,2.744285714285714,1.63,1.0627524910075992,3695.4285714285716,6275.746762622869,1206.9714285714285,1726.8539279775312,-4.574285714285714,1.3687194223590375,0.2982665262701384,0.34756452828402135,2.857142857142857,1.3093073414159544,2.142857142857143,0.46291004988627577,0.14285714285714285,5.3730236080313025,5.900932879629278,10.423505648740255,0.4593834132233848,2.36,3.44,1.81,1.63,0.7637189710008955,2.744285714285714,1.6199999999999999,1.63,1.6099999999999999,1.623333333333333,0.010000000000000009,28
-442.41085375,193.01612307726546,6.7246489797814455,-4.763012430714285,-0.65898790047619,0.0,3.05043119,141,1.4285714285714286,1.0,0.6123724356957945,130.14285714285714,22.599999999999994,12.112596748839614,2.5685714285714285,1.54,0.9339733668579635,7066.571428571428,7383.151867596927,1648.6571428571428,1708.019306828819,-2.9214285714285713,2.3011518854695363,0.08154564636746854,0.17878935006939325,3.4285714285714284,1.6007810593582121,2.5714285714285716,0.6123724356957945,0.5714285714285714,5.584171962936115,6.724648989176696,13.78686593409039,0.5972650770468575,2.4233333333333333,3.44,1.9,1.54,0.7189962138673301,2.5685714285714285,1.525,1.54,1.51,1.5250000000000001,0.015000000000000013,14
-529.28204909,27.771067003632275,3.353083748678994,-6.7827998350000005,-3.306019392499999,3.6301,2.25697064,225,1.0,2.0,1.4142135623730951,71.685,138.63,98.02621307589108,2.2199999999999998,2.44,1.7253405460951758,4381.0,5881.714205909702,923.6,1178.6055828817373,-3.46,2.1637467504308354,0.26000000000000023,0.042426406871192576,3.0,1.4142135623730951,1.5,0.7071067811865476,0.0,4.810303542778814,3.3530837533637103,13.885533501816138,0.9122372991730782,2.2199999999999998,3.44,1.0,2.44,1.22,2.2199999999999998,2.44,2.44,2.44,2.44,0.0,2
-367.93871876,278.0863765695177,7.803341920061429,-6.315899490499999,-1.9634968209999992,1.8794,3.48520627,54,2.8,3.0,1.5583874449479593,108.61999999999999,112.1,59.173256507600506,2.83,1.63,1.0022831079946566,3431.2,5711.526090784693,916.92,1379.8026111420015,-4.412000000000001,1.0413041273875208,0.2049399342688239,0.4183805600736331,3.2,2.138089935299395,2.0,0.0,0.0,5.609916791565963,7.803341930963763,13.904318828475885,0.4182066474465233,2.4233333333333333,3.44,1.81,1.63,0.7239858807708583,2.83,1.525,1.63,1.42,1.525,0.10499999999999998,20
-791.77567466,258.8135604925488,4.533626381964133,-7.526046116428573,-2.802741493571429,3.205599999999999,5.99910595,74,2.857142857142857,3.0,1.7928429140015905,108.71428571428571,98.5,56.896679541579076,2.698571428571429,1.8299999999999998,1.1391538212951877,5641.142857142857,8692.80862059471,1304.3999999999999,1861.6828838446145,-4.441428571428572,0.8387618425819267,0.3487448646473142,0.3176613204355493,2.5714285714285716,0.9636241116594315,2.142857142857143,0.46291004988627577,0.14285714285714285,5.471606076266102,4.533626388298227,9.243341446162457,0.4680986748428985,2.32,3.44,1.61,1.8299999999999998,0.8013738203859668,2.698571428571429,1.68,1.8299999999999998,1.53,1.7299999999999998,0.1499999999999999,28
-384.9629457,141.73504179825846,3.710461604240207,-5.075604036363637,-1.841294021990595,1.653599999999999,1.84141551,5,1.6363636363636365,2.0,0.8451542547285166,97.47272727272728,88.2,55.33353413618183,2.1727272727272724,2.51,1.574053003282563,3073.6363636363635,7071.456225054154,735.5454545454545,815.3639082379982,-3.2018181818181817,2.3874223996364186,0.1648737101278689,0.14338969770617388,2.727272727272727,1.1338934190276817,1.5454545454545454,0.6546536707079771,0.0,4.650150230500473,3.710461609424229,12.885003799841678,0.9838009327945937,2.14,3.44,0.93,2.51,1.0266774891204475,2.1727272727272724,1.8149999999999997,2.51,1.1199999999999997,2.2783333333333333,0.6950000000000001,11
-666.50579363,127.37366888531922,5.679972507874327,-7.845843481666667,-1.805833821666667,0.209399999999999,4.22652687,109,3.0,5.0,2.581988897471611,120.71666666666665,90.4,47.19946445082236,2.945,1.81,1.0249471531092063,7564.666666666667,14692.197990014214,1334.8,2491.975248673228,-5.026666666666666,0.7141272840171963,-0.010710426343086906,0.4825362000434363,2.8333333333333335,1.7159383568311666,2.3333333333333335,0.6666666666666667,0.3333333333333333,6.079764490835323,5.679972515810024,10.614472407109934,0.38047273583607805,2.4499999999999997,3.44,1.63,1.81,0.7486432172047421,2.945,1.485,1.81,1.1600000000000001,1.485,0.32499999999999996,12
-782.56213437,131.36462388371612,4.634255277198486,-9.186236886666665,-3.55875977333333,4.1495,3.01747659,141,3.3333333333333335,6.0,3.1269438398822857,123.11666666666667,99.9,52.012461113766875,2.8316666666666666,2.11,1.238720217715759,12014.666666666666,26426.778371778713,1369.3,2631.3306025659335,-5.33,0.8333466665600013,0.3454199269360088,0.26094937840917143,2.6666666666666665,1.5634719199411433,2.1666666666666665,0.5270462766947298,0.0,6.155638167489276,4.6342552836731725,10.947051990309676,0.3774673103057293,2.223333333333333,3.44,1.33,2.11,0.8912288644836908,2.8316666666666666,1.3399999999999999,2.11,0.5699999999999998,1.802,0.77,12
-451.67582389,87.20233463225763,5.474778978440372,-8.37413529875,-1.741881976724138,0.09050000000000001,5.32632052,65,3.125,3.0,1.8848425873126298,84.5,141.0,85.77326291787521,2.54,1.89,1.1767215831327842,7211.0,9208.336817654337,1318.6,1629.7342682974906,-5.5649999999999995,1.5156586200828925,0.11518507187220006,0.1550375564360148,3.0,1.2977713690461004,2.5,0.6488856845230502,0.5,5.40700720333074,5.474778986089386,10.900291829032204,0.5551139267885111,2.3000000000000003,3.44,1.55,1.89,0.8193900170248597,2.54,1.71,1.89,1.53,1.8,0.17999999999999994,8
-312.07875959,327.19939876346217,5.548334056425125,-7.604101747307693,-1.862553625,0.09440000000000001,4.27009551,186,2.6153846153846154,6.0,2.6865202966565924,103.36153846153846,141.0,70.99518507862224,2.869230769230769,1.79,1.0008029385144361,9575.076923076924,19907.240314933704,1370.5846153846153,2679.559694524781,-4.96876923076923,2.5154337511693163,0.15355384615384654,0.3034338764727898,3.0,1.763149356173184,2.3846153846153846,0.659380473395787,0.23076923076923078,6.027880441661603,5.548334064176905,12.58459226013316,0.4044039856937678,2.4166666666666665,3.44,1.65,1.79,0.752964511484808,2.869230769230769,1.535,1.79,1.2799999999999998,1.484,0.2550000000000001,26
-681.08987792,311.1958717643233,7.355103194029816,-6.345887718,-2.260618635000001,0.3106,3.74981058,14,1.8,3.0,1.3093073414159542,103.846,135.97,70.87660887566706,2.658,2.49,1.3573714093265494,3913.2,6164.187491354512,752.52,1086.7005054620286,-4.142,1.713963660224869,0.17544875040043734,0.3651371652034506,3.4,2.32992949004287,1.8,0.5345224838248488,0.0,5.508122390174284,7.355103204305899,15.559793588216163,0.6861523203010268,2.1366666666666667,3.44,0.95,2.49,1.0198801672527786,2.658,1.955,2.49,1.42,1.955,0.5350000000000001,20
-394.54583063,640.6037446984542,5.7121711766165895,-6.6198656775,-2.438738281388889,0.42209999999999903,2.26629469,140,1.4444444444444444,3.0,1.4142135623730951,90.0611111111111,127.05,77.93910317900654,2.4166666666666665,2.55,1.56487115735783,4590.0,7201.542226133414,1120.0,1580.5601978825214,-3.9322222222222223,1.883724340582865,0.29468373723465674,0.2632211569185951,3.5555555555555554,2.4316750354973156,1.7777777777777777,0.8340576562282991,0.1111111111111111,5.013197822474205,5.712171184597272,17.794548463845945,0.8724219477769143,2.07,3.44,0.89,2.55,1.0496666137398103,2.4166666666666665,2.0549999999999997,2.55,1.56,2.3024999999999998,0.4949999999999999,36
-759.25982484,281.0322381572287,4.558268726937316,-11.235359751428572,-2.835161980714285,0.161999999999999,7.5777006700000005,1,3.857142857142857,5.0,2.9519969028245465,101.10000000000001,98.5,61.03789806341631,2.6614285714285715,1.8299999999999998,1.1893155294417999,8169.714285714285,13106.844733082895,1501.8285714285714,2186.5603555748075,-5.091428571428572,0.9234833125570966,0.10515068900671835,0.5150635324108471,2.7142857142857144,1.164964745021435,2.2857142857142856,0.5976143046671968,0.2857142857142857,5.419132845432825,4.558268733305839,10.036865648472453,0.46133262458989255,2.2266666666666666,3.44,1.61,1.8299999999999998,0.8579950789809668,2.6614285714285715,1.8199999999999998,1.8299999999999998,1.81,1.8166666666666667,0.009999999999999898,28
-426.8943416,77.29908558651587,7.356434052251263,-5.390518846000001,-1.447628566500001,0.0,1.91578066,221,2.0,2.0,0.8451542547285166,112.22,94.1,50.686036397752446,2.632,2.62,1.4162929479050985,2751.2,5539.096264605935,613.72,933.3574051317564,-3.998,2.0861344977870298,0.12992872459836685,0.3054890645841803,3.4,2.32992949004287,1.8,0.5345224838248488,0.0,5.282527554092464,7.356434062529205,15.459817117303174,0.9603375751109552,2.0933333333333333,3.44,0.82,2.62,1.0708667309966986,2.632,2.02,2.62,1.42,2.02,0.6000000000000001,5
-449.52555678,258.5959349276951,6.106813816529397,-7.715396126249992,-2.119747337916659,0.8623000000000001,5.25029396,65,2.8333333333333335,4.0,2.068278940998476,121.91666666666667,76.7,41.33879668194408,2.9116666666666666,1.78,1.068594611835772,6848.0,13256.023938823688,860.8000000000001,1603.477504259622,-5.2283333333333335,1.379140231367999,0.13689320833851193,0.20925294192131413,2.8333333333333335,1.7159383568311666,2.1666666666666665,0.5270462766947298,0.16666666666666666,6.2277843469713705,6.10681382506145,10.774830621987297,0.43130153000637894,2.3833333333333333,3.44,1.66,1.78,0.7639517145881815,2.9116666666666666,1.085,1.78,0.3899999999999999,1.502,0.6950000000000001,24
-612.48097588,1002.9626950383653,3.362714362781847,-6.60618519703125,-1.73185696134375,2.1388,1.64300027,61,2.25,3.0,1.3784048752090223,86.525,125.3,70.44074815048461,2.3825,2.62,1.4118463089160946,4143.5,7135.631688925655,1086.6,1572.3172504300778,-4.265000000000001,2.3837533429446935,0.1457184140850546,0.2187590548843701,3.0,1.2649110640673518,2.0,0.8944271909999159,0.25,4.853977921794106,3.362714367480019,15.671292109974457,0.9237565636676387,2.03,3.44,0.82,2.62,1.078919212298431,2.3825,2.115,2.62,1.6099999999999999,2.115,0.5050000000000001,64
-285.61672979,209.7742886267484,3.948785796431041,-5.783118308124999,-2.216683605344827,2.8582,0.09320264,33,2.5,4.0,1.8973665961010275,90.925,112.1,64.23590117683413,2.4050000000000002,2.51,1.3670552293159188,2158.5,2790.711665507564,953.35,1241.3915079458213,-3.56,1.9798585808082356,0.3214918443068534,0.2494130281123728,2.75,1.0488088481701516,1.75,0.5477225575051662,0.0,4.749911756205586,3.948785801948034,13.110893039171774,0.6757997684980069,2.06,3.44,0.93,2.51,1.0398397312406689,2.4050000000000002,2.07,2.51,1.63,2.07,0.43999999999999995,16
-738.56638805,119.77140138378309,5.959897098396696,-8.027599675714287,-3.430814742857144,2.9787999999999992,1.8792550000000001,139,2.2857142857142856,8.0,3.295017884191656,90.42857142857143,127.05,78.04026090056703,2.41,2.55,1.5835719118499165,5412.571428571428,9541.038068709895,1332.685714285714,2162.5336800019686,-4.345714285714286,2.1455518770570094,0.3880422687592363,0.2535431062177696,3.5714285714285716,2.434865792722759,1.8571428571428572,0.8451542547285167,0.0,5.03345813052865,5.959897106723486,17.110200197683298,0.8556064334206542,1.8866666666666667,3.44,0.89,2.55,1.1129640105991248,2.41,2.33,2.55,2.11,2.403333333333333,0.21999999999999997,7
-777.07454843,491.4574037777165,9.283679194004945,-7.9195099782352925,-2.406476838215685,2.7997,3.8366377,2,2.823529411764706,5.0,2.2087051361325662,116.34117647058824,110.0,52.26712056247113,2.8776470588235292,1.94,1.0833007618111143,6943.64705882353,16069.60836906535,1164.8352941176472,2540.979382155735,-5.2688235294117645,2.087129478364833,0.11951955349502441,0.352989879999818,3.411764705882353,2.6711673731039647,2.1176470588235294,0.45022516889074815,0.11764705882352941,6.087440615382263,9.28367920697551,14.454629522874015,0.4237266730242213,2.32,3.44,1.5,1.94,0.8199186951562129,2.8776470588235292,1.68,1.94,1.42,1.5933333333333333,0.26,34
-498.9176439,928.6532929159865,6.202404431213878,-6.45084857462963,-2.391840418518519,2.516,2.99332622,2,1.7777777777777777,3.0,1.3385315336840842,99.12666666666667,138.63,71.9586461969651,2.582222222222222,2.44,1.3217854087054626,4443.333333333333,6215.51566645922,848.7777777777778,1102.2791237552613,-4.1033333333333335,1.5839862688798791,0.11993326029869324,0.31071029271082545,3.3333333333333335,2.1213203435596424,1.7777777777777777,0.5400617248673217,0.0,5.3974707457109705,6.2024044398794835,17.197283202147897,0.5666044307151874,2.1533333333333333,3.44,1.0,2.44,1.0005776109605669,2.582222222222222,1.93,2.44,1.42,1.93,0.51,54
-446.11923766,854.6926762601632,5.672920227036166,-6.841925506911765,-1.8433700310294112,1.342499999999999,4.14588751,1,2.5294117647058822,5.0,1.7940875118009154,126.78823529411765,90.4,37.261457969328035,3.006470588235294,1.81,1.018422493369034,6133.176470588235,13797.212195766217,717.7882352941176,1576.7717871493005,-4.842941176470588,0.6934177132147693,0.0966543007412635,0.3240781219462231,2.823529411764706,1.9445436482630059,2.0588235294117645,0.3535533905932738,0.058823529411764705,6.513116671088436,5.672920234962009,12.569009945002401,0.33810300740747046,2.373333333333333,3.44,1.63,1.81,0.7734913631637325,3.006470588235294,1.115,1.81,0.41999999999999993,1.4625,0.6950000000000001,68
-707.0346809,221.38251842468068,6.561382893694423,-8.974905162857143,-3.267546114380951,0.0,3.29983376,143,3.2857142857142856,5.0,2.698484423119426,106.52380952380952,110.0,69.1872623589579,2.814285714285714,1.94,1.2536397916757138,7328.952380952381,17528.156184732143,1410.6571428571428,2898.9178140063987,-5.356190476190476,2.3348803745880353,0.3478357421932577,0.26882180255472143,2.761904761904762,1.949358868961793,2.142857142857143,0.49543369430686235,0.14285714285714285,5.87591990810255,6.5613829028615696,10.542024686889556,0.3780875620350566,2.1833333333333336,3.44,1.5,1.94,0.8897315450304222,2.814285714285714,1.8849999999999998,1.94,1.8299999999999998,1.877142857142857,0.05500000000000005,21
-420.8286843,277.27154852600364,8.095767564980198,-7.191348434166667,-1.8304135737499991,1.3615,3.28164955,36,2.1666666666666665,6.0,2.5278931746494004,95.35000000000001,141.0,78.7928280752605,2.8125,1.79,1.0279051631304532,7800.333333333333,16596.811712626924,1318.95,2739.675191269676,-4.850983333333333,3.5543945870552704,0.1934316666666672,0.30687883844899516,3.1666666666666665,2.0121581666968624,2.4166666666666665,0.6533217188282376,0.16666666666666666,6.123022503756089,8.09576757629109,11.552981188583486,0.41737729383162425,2.483333333333333,3.44,1.65,1.79,0.7359498775203528,2.8125,1.435,1.79,1.08,1.5060000000000002,0.355,24
-627.15689015,54.679033480568016,7.317822547424058,-5.557899998,-1.600919785333332,1.5326,4.34328276,71,1.6,1.0,0.6123724356957945,121.3,145.70000000000002,69.47562522208779,2.224,2.46,1.3756271297121179,5288.8,9324.724205036844,1501.6799999999998,1832.9545793608743,-3.444,1.7503678184884457,0.08826438020278209,0.32589288430688984,2.8,2.0,1.8,0.9354143466934854,0.2,4.912280758193226,7.3178225576480544,10.935806696113604,0.6886671315813405,2.233333333333333,3.44,0.98,2.46,1.004832766627805,2.224,1.81,2.46,1.1600000000000001,2.026666666666667,0.6499999999999999,5
-320.62635211,88.66194038208619,9.105315939524148,-5.83687958625,-0.6081255025000001,0.0,2.73267253,167,2.0,0.0,0.0,157.075,64.30000000000001,45.46696603029501,3.15,1.1600000000000001,0.8202438661763952,5166.5,13985.157918307537,1092.15,2833.942557639445,-4.6225000000000005,1.0394469683442251,0.06431007294786473,0.46864188397147816,3.0,2.8284271247461903,2.25,0.7071067811865476,0.25,6.991010894233806,9.105315952245515,11.082742547760773,0.29370732687987977,2.86,3.44,2.28,1.1600000000000001,0.5800000000000001,3.15,1.1600000000000001,1.1600000000000001,1.1600000000000001,1.1600000000000001,0.0,8
-537.29664358,64.74041172752274,11.648979383694853,-6.248954900000001,-0.9266031233333341,0.6463999999999991,4.60796705,58,2.0,0.0,0.0,162.43333333333334,64.30000000000001,45.46696603029501,3.0533333333333332,1.1600000000000001,0.8202438661763952,6814.666666666667,13985.157918307536,1426.1333333333332,2833.942557639445,-4.5,1.0394469683442251,0.009080097263819495,0.4686418839714781,3.3333333333333335,2.8284271247461903,2.3333333333333335,0.7071067811865476,0.3333333333333333,6.8170741945429345,11.648979399970067,10.79006862125379,0.37428097058018617,2.86,3.44,2.28,1.1600000000000001,0.5800000000000001,3.0533333333333332,1.1600000000000001,1.1600000000000001,1.1600000000000001,1.1600000000000001,0.0,6
-359.31809963,837.6689258086527,4.048522256479207,-7.619861021071428,-3.448150932499999,4.1027,1.66049329,173,2.5714285714285716,5.0,2.220038609702865,94.70714285714287,127.05,71.66763938985493,2.552857142857143,2.55,1.386645489765035,4326.857142857143,6366.421421354835,1155.4,1648.550654362795,-4.195714285714286,1.4205959514030924,0.41364296481614066,0.2904554788749753,2.857142857142857,1.7928429140015905,1.8571428571428572,0.46291004988627577,0.0,5.097011747652727,4.048522262135545,14.958373675154514,0.5884075909001776,1.9799999999999998,3.44,0.89,2.55,1.0734057946554973,2.552857142857143,2.19,2.55,1.8299999999999998,2.07,0.36,56
-508.09509638,210.2927453202032,5.795669555847594,-6.732293454117646,-1.729143318113589,1.096199999999999,4.22848423,1,2.411764705882353,3.0,1.159202311936963,123.81176470588237,141.0,52.27311689578114,3.001764705882353,1.89,1.033070363044067,5568.470588235294,12624.684723786175,638.6117647058824,1285.920096176275,-4.901764705882353,0.9514216336619638,0.12167752207216274,0.25623106046635535,2.823529411764706,1.9445436482630059,2.0588235294117645,0.3535533905932738,0.058823529411764705,6.521655696948903,5.7956695639449345,12.370161489423719,0.3491874461631898,2.3466666666666662,3.44,1.55,1.89,0.7995971207774297,3.001764705882353,1.1949999999999998,1.89,0.4999999999999998,1.5425,0.6950000000000001,17
-322.43745292,217.33326084757346,3.528010671080982,-8.051763469285714,-1.659267693990148,0.0,0.13042807,2,3.0,4.0,2.393172105652397,110.98571428571428,141.0,76.4105716150943,2.987142857142857,1.89,1.0959553740085322,7187.142857142857,18783.828683205134,1099.5714285714287,2594.294898075741,-5.614,1.481417993925844,0.1269745963069719,0.2568781041422916,2.7142857142857144,1.7320508075688772,2.2857142857142856,0.674199862463242,0.2857142857142857,6.207122448828082,3.528010676010095,15.523804346255247,0.2649201891040551,2.3833333333333333,3.44,1.55,1.89,0.7875842106650494,2.987142857142857,1.585,1.89,1.2799999999999998,1.5849999999999997,0.30500000000000005,14
-207.04036958,572.546228906111,4.276527359106488,-5.1955850825,-2.143403017894088,2.1748,1.1317019,96,1.1428571428571428,2.0,1.0307764064044151,79.5,127.05,68.36550322531093,1.9942857142857144,2.55,1.5494152122655824,3123.714285714286,4006.061844255528,981.2285714285715,1060.6039093365628,-3.0414285714285714,2.1136993636749764,0.298990894554399,0.1879831266644466,3.4285714285714284,2.0766559657295187,1.4285714285714286,0.6123724356957945,0.0,4.245454096220529,4.276527365081382,20.448079603789676,0.9419810236942687,1.7533333333333332,3.44,0.89,2.55,1.1927652279006495,1.9942857142857144,2.53,2.55,2.51,2.53,0.020000000000000018,28
