y_relaxed,mp_volume,mp_formation_energy_per_atom,mp_band_gap,mp_efermi,MagpieData mean NUnfilled,MagpieData range NUnfilled,MagpieData std_dev NUnfilled,MagpieData mean ElectronAffinity,MagpieData range ElectronAffinity,MagpieData std_dev ElectronAffinity,MagpieData mean Electronegativity,MagpieData range Electronegativity,MagpieData std_dev Electronegativity,DemlData mean heat_fusion,DemlData std_dev heat_fusion,DemlData mean boiling_point,DemlData std_dev boiling_point,DemlData mean GGAU_Etot,DemlData std_dev GGAU_Etot,DemlData mean FERE correction,DemlData std_dev FERE correction,PymatgenData mean row,PymatgenData std_dev row,PymatgenData mean block,PymatgenData std_dev block,transition metal fraction,band center,density,vpa,packing fraction
-373.4004048,138.80680474007113,-1.046750069285714,0.0,4.96930009,2.0,0.0,0.0,128.57142857142858,29.0,20.50609665440988,2.7842857142857143,1.53,1.0818733752154177,7498.285714285715,12005.258930985205,1416.9714285714285,2189.061173197314,-4.4157142857142855,0.947523086789974,0.16623459394194193,0.10520755240045614,2.857142857142857,1.4142135623730951,2.4285714285714284,0.7071067811865476,0.42857142857142855,5.9859627407857525,5.74407814122496,9.914771767147938,0.49762832451785605
-484.90605143,281.3230122078083,-2.5028656634666673,1.5612,2.555547149999999,2.8,6.0,2.8535691936340255,114.47999999999999,110.0,56.990625795576484,2.744,1.94,1.1515703563891726,9953.2,18635.861174474492,1840.3200000000002,3057.4779877726487,-5.244,3.0666361282123358,0.229787241944313,0.14540815605763,3.2,2.138089935299395,2.4,0.6546536707079771,0.4,6.015480550947811,6.905862728796606,14.066150610390414,0.3667013386280526
-376.38871508,482.85282155493263,-1.30018301033482,0.0,1.78136697,2.142857142857143,1.0,0.5222329678670935,143.31428571428572,91.8,37.02053484216564,3.114285714285714,1.3900000000000001,0.7940403012442128,3744.285714285714,10080.383380155195,467.0,959.165082009064,-4.65,0.8419296018940389,0.13053913218135607,0.23781533792379383,2.7142857142857144,1.7320508075688772,2.0,0.0,0.0,6.834855356837316,3.8615621572544474,17.244743626961874,0.19603961460333727
-223.66280152,251.9482984262174,-2.045007684444444,2.004099999999999,1.1087523,2.6666666666666665,2.0,1.3416407864998738,132.36666666666667,33.7,17.955444856644462,2.957777777777778,1.48,0.9706466916442873,7992.444444444444,18351.95405944555,1066.9111111111113,1967.4057049830876,-4.721111111111111,0.5551396220771853,0.2072919434682069,0.046963257123787586,2.7777777777777777,1.61245154965971,2.0,0.0,0.0,6.324736610883342,4.745191654111677,13.997127690345412,0.2743514014327672
-329.20121993,155.2282326923861,-1.30145586428571,0.9323999999999991,3.86507589,2.0,3.0,1.224744871391589,111.91428571428571,141.0,63.084325651124644,2.8528571428571428,1.79,0.9330250341152238,7376.857142857143,12400.337564529675,1353.8285714285714,2240.8162326642114,-4.241428571428572,1.6636620535948485,0.040774294405132694,0.4877313353285896,3.142857142857143,1.7928429140015905,2.4285714285714284,0.6546536707079772,0.2857142857142857,6.00167930998208,7.171915981195089,11.087730906599006,0.44498475874142235
-635.26198524,919.5109817926723,-2.61306689,3.022,3.33310095,2.5714285714285716,5.0,2.220038609702865,90.82142857142857,127.05,76.89164337838392,2.61,2.55,1.3223085872821063,2866.8571428571427,4158.162059646751,1065.4,1495.8702350137194,-3.992857142857143,1.587981647968803,0.39650010767328336,0.2593620584880792,3.142857142857143,1.927248223318863,1.8571428571428572,0.46291004988627577,0.0,5.06791379998879,4.923163777651527,16.419838960583434,0.5538111279468177
-506.6292093,585.8201112752612,-1.8156306434642842,3.2348,0.84590854,1.7142857142857142,2.0,0.8944271909999159,95.91428571428571,92.6,54.9146246458992,2.1185714285714288,2.62,1.5504257479802122,3908.0,8333.308922630913,746.657142857143,804.9060665692613,-3.1900000000000004,2.3635312564042814,0.19268540608817736,0.18914537780209054,3.2857142857142856,1.4832396974191326,1.5714285714285714,0.6324555320336759,0.0,4.35163779543542,3.2546706965519556,20.92214683125933,1.019364805127471
-398.19253619,176.75970785828287,-2.318079119468748,3.886599999999999,1.17998316,1.6,2.0,1.0690449676496976,126.39000000000001,181.05,80.1570823891617,2.752,2.55,1.326633763650369,2813.2,4380.858559036769,674.3199999999999,1079.2000688340547,-4.0760000000000005,1.632998993963473,0.23110015074259685,0.2558771041932591,3.2,2.138089935299395,1.8,0.5345224838248488,0.0,5.834198029784078,4.965564893207321,17.675970785828287,0.5738268163190288
-776.02533939,260.6270713042678,-3.823918631500001,4.6014,2.47366841,4.4,7.0,4.268749491621899,97.73,111.4,72.27673284751539,2.591,2.2199999999999998,1.4224450780258617,4623.2,7339.970753801861,1416.02,2230.578601070932,-5.0120000000000005,0.6494955307347731,0.410213605331611,0.30099554116846783,3.0,1.8257418583505536,2.3,0.6236095644623235,0.0,5.385067862308019,4.965751106082984,13.03135356521339,0.666830010882652
-519.51770389,50.02428543740265,-1.431450102399425,0.28949999999999904,2.75576796,2.5,4.0,1.8973665961010275,101.9,141.0,74.84095135686077,2.59,1.89,1.0885219336329424,6236.0,7654.483235333395,1237.35,1451.7455686173112,-4.415,2.892493733787508,0.07910314718321129,0.19510857728868394,3.25,1.6431676725154984,2.5,0.6324555320336759,0.5,5.534380401061207,6.466486931632507,12.506071359350663,0.6089218886959121
-561.1594732,205.82626822115904,-2.591207236500001,0.0,3.74590434,3.6,7.0,3.6449573777637356,103.25999999999999,111.4,63.42518652486791,2.684,2.2199999999999998,1.2683397471835827,5653.2,9117.379416727781,1415.92,2176.591526742148,-5.0200000000000005,0.3541589635016618,0.25060601168233276,0.32785345089593065,3.0,1.6903085094570331,2.4,0.6546536707079771,0.2,5.691693728783231,6.319803575756178,10.291313411057953,0.7277857301844105
-603.12091222,264.57220185605274,-2.235131224999993,0.5192999999999991,6.2679598,3.0,5.0,2.581988897471611,119.63333333333333,90.4,47.82535357364799,2.9066666666666663,1.81,1.0803600222970942,7231.333333333333,14075.676956288029,983.4666666666667,1934.8819131352118,-5.008333333333334,0.7561488683527278,0.050300222798834206,0.3778578454801819,2.8333333333333335,1.7159383568311666,2.1666666666666665,0.5270462766947298,0.16666666666666666,6.204852537744315,5.9423945580201165,11.023841744002198,0.4035973513139959
-250.56301711,104.29367122360046,-1.06833911,0.0,4.57043271,2.0,0.0,0.0,127.81818181818181,29.0,20.506096654409877,2.744545454545454,1.53,1.0818733752154177,7939.272727272727,12005.258930985203,1497.3818181818183,2189.0611731973136,-4.380909090909091,0.9475230867899738,0.16237002387781718,0.10520755240045612,2.909090909090909,1.414213562373095,2.4545454545454546,0.7071067811865475,0.45454545454545453,5.90281744427488,6.200943777574801,9.481242838509132,0.5461371235440856
-298.49151823,509.0713463077973,-2.478708671899999,3.5108,0.57022846,1.8666666666666667,3.0,1.2307338795828044,102.97333333333333,92.6,57.39536771634204,2.1866666666666665,2.62,1.570649921679108,7728.933333333333,21463.766229734843,877.9599999999999,1287.1286381618856,-3.4833333333333334,2.530281314283407,0.2742998806766821,0.08169572093919074,2.933333333333333,1.1943494414262914,1.6,0.6301260378126043,0.0,4.502986529096408,2.6275023114776364,16.969044876926578,1.1200686936553463
-314.5298203,106.7884172544058,-1.338735045400001,2.0773,-0.13230634,1.2,2.0,0.9354143466934854,75.76,141.0,70.15436550921119,2.104,2.62,1.4660661649461801,1478.8,1282.8460546768658,574.856,527.604193122079,-2.4859999999999998,2.5809470161163715,0.23528005662481083,0.04987168723703508,3.6,1.8708286933869709,1.8,0.9354143466934854,0.0,4.447148379109938,4.832652379522349,21.35768345088116,0.9846685924770979
-375.22362992,272.1124358142246,-2.9836072214942533,1.8237,1.88602483,3.75,6.0,3.7090622611575097,95.89999999999999,141.0,91.52007742254467,2.8074999999999997,1.9,1.2829491694640793,5923.0,11730.700556354559,1144.6333333333334,2183.492040876593,-5.3,0.8046010546493566,0.16442244947654672,0.1360579013487707,2.6666666666666665,1.3522468075656264,2.3333333333333335,0.6761234037828133,0.3333333333333333,5.847859841506415,3.9852854908327586,11.338018158926028,0.39112060867322224
-437.18451803,115.40065872957562,-1.9970684222222221,0.523699999999999,1.1243986,3.0,6.0,3.0740852297878796,118.39999999999999,90.4,52.51765417457257,2.8666666666666667,1.81,1.1585400295199126,6670.222222222223,13509.654244280273,1233.4666666666667,2308.2780634057067,-4.878888888888889,1.542251600744833,0.059274907861013845,0.39619137155460593,2.6666666666666665,1.3416407864998738,2.3333333333333335,0.6708203932499369,0.3333333333333333,6.050795185296569,3.7617384084895433,12.822295414397281,0.314960560934753
-545.2656108,134.06377366980044,-1.5651373466666652,0.0,6.07802721,2.3333333333333335,1.0,0.6666666666666667,129.48333333333332,37.8,23.185687635071577,3.015,1.3900000000000001,0.8551705482923666,7048.0,13676.394651612927,1031.4666666666667,2069.9136256804964,-4.718333333333334,0.5451860029180663,0.03691399261457592,0.4140804521400261,3.0,2.0,2.1666666666666665,0.5270462766947298,0.16666666666666666,6.380492325270177,7.150870696600975,11.171981139150036,0.398245689262096
-344.66087399,172.87635982121907,-1.3100962353906231,1.6838000000000002,-0.08181014,1.6666666666666667,2.0,1.0540925533894598,126.5,195.0,84.72602905837142,3.0,1.75,0.9474527252938094,2098.0,3769.947479740268,393.1333333333334,606.7908078114272,-4.058333333333334,2.138417119688714,0.20000000000000032,0.18165902124584948,2.8333333333333335,1.7159383568311666,2.1666666666666665,0.5270462766947298,0.0,6.638263209121673,4.905812890946301,14.406363318434922,0.2960297427589416
-391.62588125,75.13526132667413,-3.207111031999999,0.0,1.9401584600000001,3.0,9.0,4.140393356054125,91.01,127.05,81.8341353854595,2.5140000000000002,2.55,1.5284819733504031,4933.2,8419.05875295536,1103.3200000000002,1707.011905557277,-4.404,1.6543794693393137,0.3430517067241464,0.18603126923756527,3.2,2.138089935299395,2.0,0.8451542547285166,0.0,5.219734079824372,5.089365186976302,15.027052265334826,0.8185422862323457
-147.71348125,197.76519734263016,-1.9233487985517241,1.5152,0.7175575200000001,1.2,2.0,0.9354143466934854,80.31,127.05,64.42971461212598,1.9259999999999997,2.55,1.545327635163495,2728.8,3552.588000317515,927.0799999999999,965.6614391182864,-2.874,2.183139940544353,0.26548710163356193,0.1725130358894289,3.2,1.8371173070873836,1.4,0.6123724356957945,0.0,4.149934025946762,3.615630366009401,19.776519734263015,0.9334036059811273
-691.32347874,311.0802979650295,-2.3815041635,0.0,3.01105195,1.65,3.0,1.3606437268261486,99.5375,135.97,76.81529641623153,2.6045000000000003,2.49,1.4422359704967127,3768.2,5950.507459622837,743.42,1076.4890609654972,-4.023000000000001,1.8665722305584354,0.21734097086613477,0.3449802360468073,3.35,2.2571208639757407,1.75,0.5812381937190964,0.0,5.410075673827872,6.7100169365127575,15.554014898251475,0.7389757819523485
-354.80950276,72.82143907393863,-2.107482005,0.6519,5.59411961,2.6666666666666665,2.0,1.4142135623730951,129.76666666666668,33.7,23.82949852598665,2.9466666666666668,1.48,1.0465180361560904,2481.3333333333335,4792.769762882419,1018.4666666666667,1969.1509642482974,-4.65,0.7212489168102785,0.2135020216251514,0.034997497154174335,3.0,2.1213203435596424,2.0,0.0,0.0,6.217757544908528,6.873191565905563,12.136906512323106,0.4004207577312871
-694.91801574,168.1248937093548,-3.346563131380951,1.2267000000000001,3.28430992,3.4285714285714284,5.0,3.5355339059327378,109.57142857142857,110.0,77.78174593052023,2.8857142857142857,1.94,1.3717871555019021,10444.285714285714,25298.866417292298,1701.857142857143,3988.647931317077,-6.198571428571428,2.9910616844190963,0.27900481771984836,0.12128073622180309,3.142857142857143,2.8284271247461903,2.2857142857142856,0.7071067811865476,0.2857142857142857,6.337331651113998,8.72898921823449,12.00892097923963,0.3576388223540068
-454.46181903,43.453575205003915,-2.8236427075,2.0906,1.72769767,1.0,2.0,1.4142135623730951,77.475,127.05,89.83791654975086,2.165,2.55,1.8031222920256962,4111.0,5499.876544068967,1116.6,1451.5488004197448,-3.46,2.1637467504308354,0.3827503768564916,0.21602165460805117,4.0,2.8284271247461903,1.5,0.7071067811865476,0.0,4.493984206161179,5.859229678931834,21.726787602501958,0.9788503324538809
-547.56044937,132.27154637308448,-2.055167530000002,3.2609,1.58462649,2.3333333333333335,6.0,2.5385910352879693,107.10000000000001,141.0,75.0099993334222,2.9616666666666664,1.79,0.9996138143191989,7206.333333333333,17959.511828307335,1228.1333333333334,2963.143558977714,-5.160983333333333,3.473065649073996,0.1767650000000006,0.31240089455164216,3.0,2.1602468994692865,2.3333333333333335,0.6666666666666667,0.16666666666666666,6.369303731900862,7.865005464428454,11.022628864423707,0.3663842270172291
-568.44082245,192.4727450330492,-2.4916120103333332,1.5242,1.0833397,3.2,7.0,3.38296385503074,107.49333333333334,141.0,70.44421486117514,2.8153333333333332,2.13,1.2795492551270922,6808.0,14241.517358296716,1132.3333333333333,2263.1114193287735,-5.021333333333334,1.4780511443063076,0.0694739764062705,0.46788789344170223,2.6,1.2692955176439846,2.2,0.7817359599705715,0.26666666666666666,5.932269024695151,3.3479913931179777,12.831516335536612,0.334639237222072
-129.24156189,68.73744318176621,-0.6799591756250011,0.0,2.97801688,1.5,2.0,1.0954451150103324,121.825,205.3,94.96266108318574,2.79,1.44,0.8316730126678393,5683.5,10509.690366514134,1227.07,2115.0717959256135,-3.4475000000000002,2.427647008936843,0.04840615750425291,0.3529261048538021,4.0,2.5298221281347035,2.5,0.6324555320336759,0.25,6.376756623259508,10.331594546461007,17.184360795441552,0.38192748805482335
-267.35946572,58.97952619838674,-2.5751674474999993,0.0,6.30077611,1.0,2.0,1.2792042981336627,70.5,141.0,90.18390301842321,2.4316666666666666,2.13,1.297986202476044,4236.0,5166.892225770465,696.1,778.9879553275869,-3.22,2.267116711115284,0.3700000000000003,0.1862549572250602,2.6666666666666665,0.9534625892455922,1.8333333333333333,0.8790490729915326,0.0,5.556430144643447,4.561513253464966,9.829921033064457,0.700152532528153
-720.57135324,197.76519734263016,-1.9233487985517241,1.5152,0.7175575200000001,1.2,2.0,0.9354143466934854,80.31,127.05,64.42971461212598,1.9259999999999997,2.55,1.545327635163495,2728.8,3552.588000317515,927.0799999999999,965.6614391182864,-2.874,2.183139940544353,0.26548710163356193,0.1725130358894289,3.2,1.8371173070873836,1.4,0.6123724356957945,0.0,4.149934025946762,3.615630366009401,19.776519734263015,0.9334036059811273
-618.32050184,192.08453575479933,-1.997496740714284,0.0,6.73268483,3.0,3.0,1.5811388300841898,117.3,98.5,44.83804188409659,2.755714285714286,1.8299999999999998,1.054984766308432,3655.4285714285716,5457.839080494352,1271.8285714285714,1805.285486722648,-4.5200000000000005,0.7240511031688301,0.2858588756787012,0.23619790498838347,3.0,1.7320508075688772,2.0,0.0,0.0,5.658160984406661,5.677912568048558,13.720323982485667,0.3887918049733967
-443.54262719,408.70445450679466,-2.908913289962972,2.004,2.78382462,3.2222222222222223,5.0,2.906888370749727,107.96666666666667,110.0,67.67390930040912,2.8355555555555556,1.94,1.2252918019802466,9948.0,21021.79958519251,1689.2444444444445,3364.0026527932464,-5.892222222222222,2.535637000834307,0.23096501089021101,0.19593048600422955,3.111111111111111,2.3664319132398464,2.3333333333333335,0.6708203932499369,0.3333333333333333,6.183680731283896,8.399308442298178,11.35290151407763,0.40395711303363974
-419.45173903,194.48977142107725,-1.055678494285715,0.354299999999999,2.49626729,1.4285714285714286,2.0,1.348399724926484,110.37857142857142,127.05,73.97635525195626,2.8985714285714286,2.55,1.3803260484392808,3687.1428571428573,8882.564228460567,832.8571428571429,1805.8601123715384,-4.245714285714286,1.7934045834668766,0.20115661303201393,0.3313035470197025,3.0,2.393172105652397,2.0,0.7977240352174656,0.14285714285714285,6.031142460261431,5.528203939985471,13.892126530076947,0.5928095978866447
-274.73067937,407.76416541333776,-2.297822475499998,4.2755,-1.89713112,2.6,6.0,2.653955210788148,114.657,138.63,66.04718407254803,2.9799999999999995,2.44,1.158184486318059,8009.4,20225.746100066313,1404.44,3341.1353233138657,-5.63318,3.305921186361645,0.13211800000000062,0.31185442428772053,3.0,2.377430106868229,2.1,0.7939992333804207,0.2,6.187299743610585,4.233189496898351,20.388208270666887,0.25198126280703076
-879.5957799,126.52058400805868,-3.058372138586206,2.5635,3.08823783,3.8,6.0,3.2071349029490923,92.82,141.0,80.74308462206355,2.64,2.11,1.3126037373969996,6973.2,11530.398654984012,1457.32,2447.606717941893,-5.708,1.18545952512698,0.27774330960749777,0.32719128277274484,3.0,1.6903085094570331,2.4,0.6546536707079771,0.2,5.623771802786334,5.096572624625939,12.652058400805867,0.4711787845776276
-840.80823586,130.78614045953398,-2.945962722055546,2.459699999999999,2.77322381,3.5,5.0,3.0276503540974917,109.88333333333333,110.0,63.70088521973441,2.8200000000000003,1.94,1.2417192382606732,9564.666666666666,19727.730443323795,1505.9666666666665,3051.5803312018147,-6.078333333333333,2.3148854063310447,0.23151703113017494,0.13636073773769747,3.0,2.1602468994692865,2.3333333333333335,0.6666666666666667,0.3333333333333333,6.055486624751563,7.5402958301899945,10.898845038294498,0.4263938900401059
-268.51790124,141.91910095383741,-1.772700812777778,0.0,2.363824939999999,1.1111111111111112,2.0,1.2909944487358056,93.36666666666666,127.05,71.29021891185353,2.5977777777777775,2.55,1.3483431190415391,5612.222222222223,8687.847930682643,1245.4444444444443,1743.314914657322,-3.8322222222222226,1.7270724265839772,0.1851325091609103,0.3579792694428807,3.5555555555555554,2.3003622903070435,2.0,0.8660254037844386,0.2222222222222222,5.327573364025853,6.639986939228134,15.768788994870825,0.7805257292607568
-261.86072477,43.453575205003915,-2.8236427075,2.0906,1.72769767,1.0,2.0,1.4142135623730951,77.475,127.05,89.83791654975086,2.165,2.55,1.8031222920256962,4111.0,5499.876544068967,1116.6,1451.5488004197448,-3.46,2.1637467504308354,0.3827503768564916,0.21602165460805117,4.0,2.8284271247461903,1.5,0.7071067811865476,0.0,4.493984206161179,5.859229678931834,21.726787602501958,0.9788503324538809
-256.65103275,245.0251966556528,-1.84087453576923,2.145,2.43214599,2.1538461538461537,3.0,1.0660035817780522,118.52307692307691,141.0,53.0192760829836,2.8484615384615384,2.13,1.0676695096415285,6867.384615384615,12247.249858270594,732.6615384615385,1139.0702947420043,-4.4569230769230765,1.2883498960086326,0.13269966931368957,0.2995254283100227,3.0,1.8829377433825436,1.9230769230769231,0.3692744729379982,0.0,6.250397488342523,4.332817175219411,18.84809205043483,0.2957067254969634
-565.75835032,134.06377366980044,-1.5651373466666652,0.0,6.07802721,2.3333333333333335,1.0,0.6666666666666667,129.48333333333332,37.8,23.185687635071577,3.015,1.3900000000000001,0.8551705482923666,7048.0,13676.394651612927,1031.4666666666667,2069.9136256804964,-4.718333333333334,0.5451860029180663,0.03691399261457592,0.4140804521400261,3.0,2.0,2.1666666666666665,0.5270462766947298,0.16666666666666666,6.380492325270177,7.150870696600975,11.171981139150036,0.398245689262096
-604.82448478,429.5219768733596,-1.372878197773443,3.0515,1.45977848,1.75,2.0,0.9074852129730301,136.875,195.0,77.57633811475067,2.99375,1.79,0.8670690996278277,2407.5,3947.3139042674993,443.375,631.7030342885902,-4.147500000000001,1.7300221011849055,0.18000000000000033,0.2169304578186562,2.75,1.3284223283101428,2.125,0.45374260648651504,0.0,6.6805619311922975,4.690653337794023,13.422561777292486,0.2567611643751466
-310.82038946,415.7907225286904,-2.562479393333333,0.0,4.341172,3.3333333333333335,8.0,3.9686269665968856,108.66666666666667,122.9,63.96484385973282,2.6355555555555554,2.08,1.1915186388247003,6590.0,9333.54353929953,1450.7777777777778,1976.5069925671062,-4.361111111111111,1.6200398657646258,0.24937269502440992,0.18931058792089797,2.888888888888889,1.2909944487358056,2.4444444444444446,0.6454972243679028,0.2222222222222222,5.616678137591296,4.744516363944625,11.549742292463623,0.5719266828987977
-426.8943416,77.29908558651587,-1.447628566500001,0.0,1.91578066,2.0,2.0,0.8451542547285166,112.22,94.1,50.686036397752446,2.632,2.62,1.4162929479050985,2751.2,5539.096264605935,613.72,933.3574051317564,-3.998,2.0861344977870298,0.12992872459836685,0.3054890645841803,3.4,2.32992949004287,1.8,0.5345224838248488,0.0,5.282527554092464,7.356434062529205,15.459817117303174,0.9603375751109552
