sid,y_relaxed,bulk_id,bulk_symbols,miller_index,traj_id,slab_sid,ads_symbols,nads
84391,-177.61940224,PtPbO4-rutile,Pt1Pb1O4,"(2, 0, 1)",PtPbO4_PtPbO4-rutile_reIughJNxU_heSRz7aFF7,85838.0,H,1
5332,-373.4004048,mp-656887,Ni6O8,"(2, 0, 3)",Ni3O4_mp-656887_aZ8dKZywSE_iZIjCFMuUj,5736.0,H,1
23900,-371.16259044,mp-765573,Li8Zr6O16,"(1, 0, -1)",Li4Zr3O8_mp-765573_95pOnMz6nx_hHdUCTYTc3,9215.0,H,1
1636,-489.8031496,mp-11641,Ag16Se8O32,"(1, 1, 0)",Ag2SeO4_mp-11641_hXcfXvyV0J_WDkwezTIhI,23243.0,H,1
16199,-401.7572283,mp-1176493,Mg2Re2O8,"(1, 2, 1)",MgReO4_mp-1176493_fHqKT29KSr_8eC1FZi2yb,32639.0,H,1
68510,-1206.85103826,mp-1213715,Cs8Ti16O36,"(1, 1, 1)",Cs2Ti4O9_mp-1213715_9UOjUNR536_oXtmMr2xun,75254.0,H,1
30541,-545.2656108,mp-754757,Sb4Rh4O16,"(1, 0, 0)",SbRhO4_mp-754757_VxfQRn9U1y_yGNImnn8qK,28610.0,H,1
12482,-470.02512309,mp-5563,Ag20Ge4O16,"(1, 0, -1)",Ag5GeO4_mp-5563_ZYDOHDMnlR_lr0PMRTTk5,80520.0,H,1
77018,-825.90735676,mp-505517,Ba1Nb4O6,"(2, 1, 2)",BaNb4O6_mp-505517_J7tBl5DTW9_tjJOx3pW1B,76892.0,H,1
20354,-502.82131438,mp-769466,Y4Ge4O14,"(0, 2, 1)",Y2Ge2O7_mp-769466_q1UmPgE91D_as5LEwyvA3,8162.0,H,1
25963,-759.21386395,mp-755634,Y16Hg8O32,"(1, 1, 0)",Y2HgO4_mp-755634_ZQhXqOh0RQ_Ddn9gZW158,15510.0,H,1
39969,-513.12580858,mvc-12653,Ca4Ni8O16,"(1, 1, 1)",Ca-NiO2-2_mvc-12653_RNnihqu1l9_TpVYF0LvJs,26544.0,H,1
73506,-760.77381886,mp-754455,Sc12O18,"(1, 0, 1)",Sc2O3_mp-754455_RgDfAhrhuH_zCiiSSFmvH,69278.0,H,1
28715,-389.25673498,mp-558285,Ga4Bi4O12,"(1, 1, 0)",GaBiO3_mp-558285_l4NjG2JJIF_ky6jknHM0e,30287.0,H,1
31707,-759.25982484,mp-1272295,Al4V8O16,"(1, 0, 0)",AlV2O4_mp-1272295_i18UIrhCau_aqV4Er0FSo,17196.0,H,1
42358,-263.72027289,mp-3163,Ba1Sn1O3,"(2, 1, 1)",90423983501299385769012_BaSnO3_mp-3163_1ZyXFir7bT_RXFL6aGRHb,44898.0,H,1
13090,-391.41725217,mp-29892,Li2Sb6O16,"(0, 1, 0)",LiSb3O8_mp-29892_Oz2mxHaRDu_VO8gmDiCUe,29633.0,H,1
76590,-514.13913064,mp-1228030,Ba8Bi4O2,"(3, 1, 0)",Ba4Bi2O_mp-1228030_3GZhRtPvKc_WibEDOcJgC,73429.0,H,1
70296,-684.34547637,mp-3788,Sr4Al16O28,"(1, 0, -1)",SrAl4O7_mp-3788_sXfh0k9spf_tOLK83aRby,71611.0,H,1
81782,-140.29051559,mp-1016875,Cd1Rh1O3,"(2, 1, 0)",1012688_CdRhO3_mp-1016875_d4XQdJFVDU_pUHX2BnRk7,,H,1
82742,-522.93342135,mp-1205339,Ge2Se4O12,"(1, 0, -1)",1023002_Ge-SeO3-2_mp-1205339_a8w3XaMGJO_GuJnjXAszr,,H,1
3715,-117.73857507,mp-772290,Li8Ag8O8,"(1, 0, 1)",LiAgO_mp-772290_NRJrKjkQSV_ySgE2FbosT,3501.0,H,1
82844,-162.18465484,mp-997036,Cd2Au2O4,"(1, -2, 1)",1027186_CdAuO2_mp-997036_v3xZH2KAwi_9wG8MgmUb9,81847.0,H,1
23857,-562.71931562,GeRhO4-rutile,Ge1Rh1O4,"(3, 0, 1)",GeRhO4_GeRhO4-rutile_33kw8mRrt0_Y96xFtYSWo,39057.0,H,1
47,-684.5374662,mp-1262001,Al4Mo4O14,"(2, -1, -2)",Al2Mo2O7_mp-1262001_EmnNZVHyQ9_J8q15KGiKl,37632.0,H,1
76551,-463.49733262,mp-1186345,Ni1Pd1O3,"(2, 2, 1)",NiPdO3_mp-1186345_O1eliQhmWn_d0dLgcfAl0,74134.0,H,1
43927,-489.27735725,AsPtO4-rutile,As1Pt1O4,"(1, 1, 2)",51024953_AsPtO4_AsPtO4-rutile_Mxa2nBNyQ1_srp0aDYQdH,45978.0,H,1
20004,-251.02415152,mp-27716,K4Tl4O4,"(0, 1, 2)",KTlO_mp-27716_7nPnslVRZH_TPkLtPyk3S,986.0,H,1
83973,-692.28223901,mp-772898,Al8Ga8O24,"(1, 0, 0)",AlGaO3_mp-772898_2MGuRF8yoQ_lYfaznJZS6,84848.0,H,1
34425,-463.63859726,mp-704645,Cu4O4,"(1, 2, 0)",CuO_mp-704645_8dhB2Er6T0_ehWC7ojKxW,18385.0,H,1
16979,-251.66133136,mvc-1347,Ba2Ni8O14,"(1, 0, 0)",BaNi4O7_mvc-1347_Fy3sRmO3OQ_oy1BiaQfLG,40199.0,H,1
17483,-411.43414395,mp-1262593,Al2Cu14O24,"(1, 1, 0)",AlCu7O12_mp-1262593_nBygMbemvj_8GpH9fODAM,14475.0,H,1
11210,-649.30047806,mp-684697,Sc40O38,"(1, 0, 0)",Sc20O19_mp-684697_LV9aozHYfM_qQXk19QTRj,38248.0,H,1
15046,-349.83906425,TlTeO4-rutile,Tl1Te1O4,"(2, -1, 3)",TlTeO4_TlTeO4-rutile_WNIi6EuYkq_s2S5lThjdD,40209.0,H,1
6826,-622.53994606,TiSnO4-rutile,Ti1Sn1O4,"(1, 1, 2)",TiSnO4_TiSnO4-rutile_pMXGZ9o7jN_32Ymp0qLty,39716.0,H,1
69770,-684.44698967,mp-753633,Cr2Ir2O8,"(1, 1, 1)",CrIrO4_mp-753633_Gy6GGnUuxC_jdrIqsrFP8,74264.0,H,1
14011,-300.47625554,mp-28510,Li24Bi8O24,"(0, 1, 0)",Li3BiO3_mp-28510_jywKgfX830_stwQ6R3xX3,34303.0,H,1
18215,-114.43050664,mp-1394,Rb8O4,"(1, 1, 1)",Rb2O_mp-1394_DcGxzKf9Iw_FGrooXl9RW,26298.0,H,1
1169,-771.98374828,mp-5052,Ti4Cd4O12,"(1, 2, 0)",TiCdO3_mp-5052_4V3dbPUBsq_Th3LQzY7qg,22578.0,H,1
78474,-380.18661673,mp-1016883,Zr1Zn1O3,"(2, 1, 0)",ZrZnO3_mp-1016883_rBd09TJ6yn_7QxKoiuW7Y,69907.0,H,1
20176,-746.09608981,mp-1203448,Y4Mo8O30,"(1, 0, 0)",Y2Mo4O15_mp-1203448_0b6H41yfVd_QXyW3Hb9hn,9967.0,H,1
30882,-387.77328987,mp-557997,Ca4Se4O12,"(1, 1, -1)",CaSeO3_mp-557997_cDrYabHk6j_YSHOGxv77Q,81195.0,H,1
3144,-171.57617151,mp-4405,Rb3Au1O1,"(2, 1, 0)",Rb3AuO_mp-4405_IBo62lVzkt_CwH2cWVRP2,29242.0,H,1
45245,-850.7591534,mp-1218065,Ta12O2,"(2, 0, 1)",51024953_Ta6O_mp-1218065_L1LSwPPdAF_ltnVGSWqJT,43996.0,H,1
38912,-519.51770389,mp-997162,Mn2Ag2O4,"(3, -1, 0)",MnAgO2_mp-997162_rVv25U7tqN_wCMU4m2wmt,21071.0,H,1
38329,-808.08102239,mp-21125,Lu4Mn4O12,"(1, 1, 1)",LuMnO3_mp-21125_Jj3t7RYv14_MeWm4N01aM,40382.0,H,1
21275,-887.72424927,mp-768388,Lu16Ge8O40,"(0, 1, 0)",Lu2GeO5_mp-768388_NoXcL6R3Df_PGSH60teAC,26989.0,H,1
84145,-443.30493399,mp-36028,Co8Sn4O16,"(0, 1, 0)",Co2SnO4_mp-36028_x6AKAtQUAf_jenVuuEXZR,84873.0,H,1
34208,-391.62588125,mp-1183289,Ba1Sc1O3,"(2, 1, 0)",BaScO3_mp-1183289_qLfhEPjj8I_uE83LV3Ezx,16022.0,H,1
76858,-852.56020109,mp-1244932,Ga32O48,"(1, 0, 0)",Ga2O3_mp-1244932_1ZAWJViQ1U_iu4PLqAwSf,,H,1
11205,-784.21438412,mp-19505,Sr4Cr40O60,"(1, 0, 0)",SrCr10O15_mp-19505_RYfTm0iBrW_58Ptdjj9Y9,80013.0,H,1
20574,-583.44348323,mp-4591,Sr4Nb8O24,"(0, 1, 0)",SrNb2O6_mp-4591_tezCsqQUza_3tACij4ife,4500.0,H,1
43613,-265.04317284,mp-754978,Cd2Cu4O6,"(1, 2, 0)",235508583253254_CdCu2O3_mp-754978_uzivuHPFbO_FFQMDgJzHO,44905.0,H,1
44975,-518.817109,mp-11023,Sc2Au2O4,"(1, 0, 1)",904239835_ScAuO2_mp-11023_V4AYQwUNI4_9qDdJctMwG,45491.0,H,1
31617,-762.888945,mp-5418,Li24Zr8O28,"(0, 1, 0)",Li6Zr2O7_mp-5418_7KagIuLmHU_vnO7gI9CdF,80557.0,H,1
76764,-269.68978403,mp-1197128,Bi16O24,"(1, 0, 0)",Bi2O3_mp-1197128_LQaJisQlrF_4FvYO2QwvI,75189.0,H,1
23377,-533.61315233,mp-558573,Y12O18,"(0, 0, 1)",Y2O3_mp-558573_phIcFiDFcU_F7b09YHOuH,31624.0,H,1
7599,-881.07617542,mp-675470,Y1Zr9O20,"(1, 2, 0)",YZr9O20_mp-675470_z8LJtLgzc5_MGoAea5rIs,28982.0,H,1
7852,-458.03908638,mp-1180771,K4Co4O8,"(2, 1, 0)",KCoO2_mp-1180771_A1TGKMeQvo_Vow2jbxsBm,27777.0,H,1
16969,-147.71348125,mp-755391,Ba4Na8O8,"(0, 1, 0)",BaNa2O2_mp-755391_EVU0lDyIag_b8R0uCmG2z,23011.0,H,1
29799,-787.59342121,mp-23426,Al8Bi4O18,"(1, 0, 1)",Al4Bi2O9_mp-23426_ruQl2ZINNz_b3MLzAXzMh,39554.0,H,1
29262,-251.32182044,mvc-15905,Al4Mo4O12,"(1, 0, 0)",AlMoO3_mvc-15905_qCZTn9SS5G_5FyA5zWuSO,14569.0,H,1
11730,-362.28924155,mp-756361,Zr4Se4O4,"(1, 1, 0)",ZrSeO_mp-756361_JRgpGLO1yj_eEqjd3vOYB,867.0,H,1
19550,-170.90503102,mp-1219936,Pd7O8,"(1, 1, 1)",Pd7O8_mp-1219936_ZerkLzOLwq_Y0xYsVwW0d,2734.0,H,1
1218,-1162.90159699,mp-352,Hf4O8,"(1, 2, 2)",HfO2_mp-352_jWoT5ZuQaB_FbgcPabi2p,40138.0,H,1
26300,-392.59271588,mp-1188946,Re8Bi4O24,"(1, 1, 0)",Re2BiO6_mp-1188946_dljdX6pk6R_Fb3TJiOmjR,6139.0,H,1
2305,-674.50344417,mp-3834,Ba1Zr1O3,"(3, 2, 0)",BaZrO3_mp-3834_Al1nlyLGJJ_vqW1Y2HXnc,12674.0,H,1
42397,-451.32933942,GaAuO4-rutile,Ga1Au1O4,"(3, 0, 1)",90423983530393683854_GaAuO4_GaAuO4-rutile_MyUDFIJ1lB_lQxP3G0IG3,44402.0,H,1
43734,-311.03426326,CuRhO4-rutile,Cu1Rh1O4,"(2, 1, 2)",51024953_CuRhO4_CuRhO4-rutile_yHa6hEXoKy_tjRO0VITN5,42815.0,H,1
295,-296.50849598,mp-1336,Pd2O2,"(1, 1, 2)",PdO_mp-1336_4OrVQjACSu_Bah5ZOsYwE,35882.0,H,1
39165,-320.44376678,mp-19212,Rb8Mo4O16,"(0, 0, 1)",Rb2MoO4_mp-19212_BuAfDqZufM_L4gyBmZ6Cw,34253.0,H,1
22139,-170.78483894,HgTeO4-rutile,Hg1Te1O4,"(1, 0, 1)",HgTeO4_HgTeO4-rutile_8MjQuxPx2C_9JjpyGdsax,24553.0,H,1
42911,-308.98355276,mp-1075911,Rb1Nb1O3,"(1, 0, 0)",904239835_RbNbO3_mp-1075911_AQkRjI5KoI_sgBa2aCFI2,43887.0,H,1
15121,-298.59969557,TlPdO4-rutile,Tl1Pd1O4,"(2, 1, 1)",TlPdO4_TlPdO4-rutile_Fz87jUnrVq_H2jqDkhFIr,36855.0,H,1
19630,-395.92367183,mp-755556,Ba24Zr4O32,"(1, 1, 0)",Ba6ZrO8_mp-755556_zqmdK4J0Py_DIREhknDvV,6364.0,H,1
32840,-443.39016288,mp-997094,Sr4Au4O8,"(0, 2, 1)",SrAuO2_mp-997094_QIaV5Dc1Nm_ZWbB4ggNGB,81093.0,H,1
