sid,y_relaxed,bulk_id,bulk_symbols,miller_index,traj_id,slab_sid,ads_symbols,nads
34594,-691.08110071,mp-2908,Al16Zn8O32,"(1, 1, 0)",Al2ZnO4_mp-2908_clean_6ANDqcJjHE,,,0
33094,-214.34101858,mp-2672,K8O8,"(0, 0, 1)",K2O2_mp-2672_clean_VWrcQyMIRa,,,0
81151,-368.96029912,TlAgO4-rutile,Tl1Ag1O4,"(3, 0, 1)",TlAgO4_TlAgO4-rutile_clean_3TJkNHaO6k,,,0
32094,-757.97879366,mp-1016825,Hf1Mg1O3,"(2, 2, 1)",HfMgO3_mp-1016825_clean_U6rClUY8lu,,,0
21970,-546.91672295,mp-542117,Cd6Se6O20,"(1, 0, 0)",Cd3Se3O10_mp-542117_clean_zSMP8gfJ4k,,,0
19536,-338.06120094,mp-1211715,K8Cr2O8,"(2, 1, 2)",K4CrO4_mp-1211715_clean_ymOjzC7THr,,,0
28257,-485.09745732,mp-27156,V8Co8O28,"(0, 1, 0)",V2Co2O7_mp-27156_clean_GrHdBUyRtg,,,0
81030,-807.42598034,mp-1258775,Mn6Al6O18,"(1, 0, 1)",MnAlO3_mp-1258775_clean_3hhnsc0ITY,,,0
35326,-292.53433869,mp-1183289,Ba1Sc1O3,"(2, 1, 1)",BaScO3_mp-1183289_clean_4ABKI6ptjZ,,,0
74736,-520.18931282,mp-1173492,Nb8Ni4O24,"(0, 1, 0)",Nb2NiO6_mp-1173492_clean_qcTcl4OeDQ,,,0
42366,-739.47506511,mp-725,Rh2O4,"(3, 3, 2)",123212059559_RhO2_mp-725_clean_FCSzX61BXm,,,0
69391,-672.41985598,mp-546794,Si4O8,"(0, 0, 1)",SiO2_mp-546794_clean_ES5xJoxYjh,,,0
16396,-311.24861975,mp-773076,Li8Co16O32,"(1, 1, 0)",Li-CoO2-2_mp-773076_clean_6eYteEtptg,,,0
81651,-380.93116694,mp-554919,Tl8Mo10O34,"(0, 1, 0)",1026124_Tl4Mo5O17_mp-554919_clean_qPFzSi2vVU,,,0
81516,-493.30062091,TiSbO4-rutile,Ti1Sb1O4,"(2, 1, 3)",1026124_TiSbO4_TiSbO4-rutile_clean_TfNSo0Zi31,,,0
69384,-932.41304755,mp-1211528,K4V12O28,"(1, 1, 1)",KV3O7_mp-1211528_clean_ujuQnFg9VH,,,0
10525,-552.50653111,mp-998363,Ni2Bi2O6,"(0, 1, 0)",NiBiO3_mp-998363_clean_YwarMLKqd7,,,0
30899,-501.62181818,mp-560670,Mg4Se4O16,"(1, 0, 1)",MgSeO4_mp-560670_clean_9RrN6LOFAc,,,0
5609,-465.07281307,mp-561189,Rb6Si10O23,"(1, 0, 0)",Rb6Si10O23_mp-561189_clean_OLUGNLpahU,,,0
7940,-637.23075726,mp-1100902,V2Sb2O8,"(2, 1, 2)",VSbO4_mp-1100902_clean_RCh4MoHsxA,,,0
31914,-451.7293427,mp-867628,Y6Cu11O24,"(1, 0, 0)",Y6Cu11O24_mp-867628_clean_KTZXejaySq,,,0
11046,-311.25116636,mp-773076,Li8Co16O32,"(1, 1, 0)",Li-CoO2-2_mp-773076_clean_K4qsscE2di,,,0
12529,-740.93439696,mp-1178576,Al6Co6O18,"(2, 0, -1)",AlCoO3_mp-1178576_clean_2qCEyBzJaV,,,0
1606,-440.04591718,mp-3047,Mg4Ge4O12,"(1, 0, 0)",MgGeO3_mp-3047_clean_kqOJLP5DkM,,,0
34822,-301.25469313,mp-1017988,Sr1Ca1O2,"(1, 1, 2)",SrCaO2_mp-1017988_clean_SX6jraJXG8,,,0
41223,-139.3569315,mp-19006,Mn3O3,"(1, 0, -1)",509358681_MnO_mp-19006_clean_QC9EzuoHQa,,,0
40002,-452.97037921,mp-1286297,Mg6Fe4O10,"(1, 1, -1)",Mg3Fe2O5_mp-1286297_clean_jtEYTmPtdq,,,0
41204,-613.47248897,mp-752413,Ca4Hf2O8,"(1, 2, 3)",904239835_Ca2HfO4_mp-752413_clean_A6leGKVMzQ,,,0
29674,-809.84449422,mp-1178577,Al6Fe6O18,"(0, 0, 1)",AlFeO3_mp-1178577_clean_mM8dlhQl6C,,,0
43206,-393.42374166,mp-1016873,Ca1Hf1O3,"(1, 0, 0)",123212059559_CaHfO3_mp-1016873_clean_SbhLSCSkhB,,,0
82798,-346.77959623,mp-28545,Rb4Li4O4,"(1, 3, 2)",1020269_RbLiO_mp-28545_clean_7WJq501S0o,,,0
17235,-703.0393885,mp-558672,Si6Bi4O18,"(0, 0, 1)",Si3Bi2O9_mp-558672_clean_t1s2TUSvXu,,,0
5742,-607.68016739,mp-1100912,V1Mo1O5,"(2, 0, -1)",VMoO5_mp-1100912_clean_53lcv0bYnF,,,0
11832,-380.53485614,mvc-157,Mg1W4O8,"(1, 2, 0)",Mg-WO2-4_mvc-157_clean_fErqJGu1Kf,,,0
77319,-849.19628759,mp-704535,Tl8Mo28O88,"(0, 0, 1)",Tl2Mo7O22_mp-704535_clean_SCFt24JhUx,,,0
5837,-906.28018271,mp-755596,Ti2Cr2O8,"(3, 2, 0)",TiCrO4_mp-755596_clean_2YHnx9dZDY,,,0
81370,-841.24774942,mp-972066,Zr1Al1O3,"(1, 1, 0)",ZrAlO3_mp-972066_clean_flauaq8HuA,,,0
80245,-675.68750251,FePdO4-rutile,Fe1Pd1O4,"(1, 0, 0)",FePdO4_FePdO4-rutile_clean_qpVUJKntUo,,,0
5429,-706.25919249,mp-31488,Li24Nb8O32,"(1, 1, 0)",Li3NbO4_mp-31488_clean_pCoueW2KEp,,,0
7807,-627.3138747,mp-753658,Al2Cr2O8,"(3, 0, 1)",AlCrO4_mp-753658_clean_08ELJz3mvG,,,0
80025,-753.41420566,mp-754111,Lu2W2O8,"(1, 0, 1)",LuWO4_mp-754111_clean_pwlNk3HHDh,,,0
45313,-950.45280327,ScSbO4-rutile,Sc1Sb1O4,"(3, 1, 3)",90423983534_ScSbO4_ScSbO4-rutile_clean_sBDb6VkPx5,,,0
79006,-167.61094939,mp-29243,Ba3Sn1O1,"(2, 2, 1)",Ba3SnO_mp-29243_clean_rxBkyUl2wu,,,0
81066,-544.27300704,CoMoO4-rutile,Co1Mo1O4,"(2, 1, 0)",CoMoO4_CoMoO4-rutile_clean_WsnWys79qe,,,0
6209,-783.8160659,mp-772105,Li8Zr8O20,"(1, 1, 0)",Li2Zr2O5_mp-772105_clean_dqBzL4XKX0,,,0
43340,-408.24127145,mp-9158,Li2Cu2O4,"(1, 0, 1)",69019397_LiCuO2_mp-9158_clean_X4P0RBGaxw,,,0
36594,-670.22206308,mp-3834,Ba1Zr1O3,"(3, 2, 0)",BaZrO3_mp-3834_clean_BFPI9qNo0K,,,0
44516,-400.47610561,mp-1184945,K1Y1O3,"(1, 1, 0)",904239835_KYO3_mp-1184945_clean_ykl9zMrV8i,,,0
11193,-241.79607276,mp-715923,W2O6,"(2, 1, 0)",WO3_mp-715923_clean_6WEqAeWCyU,,,0
70385,-272.95620283,mp-983578,Cs1Bi1O3,"(2, 1, 1)",CsBiO3_mp-983578_clean_KTASox8620,,,0
14929,-266.37939036,mp-996971,Cu1Pd1O2,"(2, 3, 1)",CuPdO2_mp-996971_clean_jUzngIznv0,,,0
23059,-566.00035515,mp-25301,Ti4Si8O24,"(0, 1, 0)",Ti-SiO3-2_mp-25301_clean_yaL1Oc6RzV,,,0
80930,-294.3454951,mp-1103953,Nb2Cu3O8,"(1, 2, -2)",Nb2Cu3O8_mp-1103953_clean_H8dzN3bb82,,,0
77657,-536.6227136,mp-17559,Y8Ti4O20,"(0, 0, 1)",Y2TiO5_mp-17559_clean_FYEtHADWMp,,,0
31518,-713.84171663,mp-752733,Ti4Ga8O20,"(0, 1, 0)",TiGa2O5_mp-752733_clean_2qmwuxt6T6,,,0
17069,-535.23419017,mp-997095,Ni2Au2O4,"(3, 1, 0)",NiAuO2_mp-997095_clean_FEFIY1912v,,,0
71301,-272.22176089,mp-17213,Cs16Sn4O16,"(1, 0, 0)",Cs4SnO4_mp-17213_clean_DX6kPukhGr,,,0
37671,-418.7735403,mp-8212,Cd2Pt6O12,"(0, 2, 1)",Cd-PtO2-3_mp-8212_clean_TjxJIpupaG,,,0
80367,-815.92319518,mp-29352,Ba4Pd2O6,"(0, 1, 0)",Ba2PdO3_mp-29352_clean_aeibooblgR,,,0
23897,-545.35290576,mp-768483,Lu12Sb20O48,"(1, 0, 0)",Lu3Sb5O12_mp-768483_clean_ALFYBiSzKK,,,0
32214,-905.58063549,mp-22479,Zr64Pd32O16,"(1, 0, 0)",Zr4Pd2O_mp-22479_clean_sbTHA8mmlZ,,,0
22095,-534.73735452,mp-560561,Cu8Se4O16,"(0, 0, 1)",Cu2SeO4_mp-560561_clean_yU9942nzwQ,,,0
24404,-625.0081878,mp-755402,V6Cr2O16,"(2, 2, -1)",V3CrO8_mp-755402_clean_gSIOhvYsFW,,,0
39143,-212.560063,AgPtO4-rutile,Ag1Pt1O4,"(1, 1, 0)",AgPtO4_AgPtO4-rutile_clean_0EhLf2AEmR,,,0
74594,-684.07063458,mp-756635,Co9Bi3O24,"(1, 0, 1)",Co3BiO8_mp-756635_clean_uBp9bGWh0c,,,0
40849,-402.00978451,mp-19009,Ni4O4,"(2, 1, 0)",90423983570956_NiO_mp-19009_clean_CsJFVMD4jG,,,0
10130,-412.60154812,mp-4649,Pd4Se8O20,"(1, 1, 0)",PdSe2O5_mp-4649_clean_dKqdewZcJQ,,,0
85539,-482.58996002,SnAuO4-rutile,Sn1Au1O4,"(1, 0, 1)",SnAuO4_SnAuO4-rutile_clean_WEcA1wlOam,,,0
8055,-506.87968965,mp-756084,Ba4Na16O12,"(1, 0, -1)",BaNa4O3_mp-756084_clean_z881r2PKJ2,,,0
38345,-475.46359659,CdIrO4-rutile,Cd1Ir1O4,"(0, 0, 1)",CdIrO4_CdIrO4-rutile_clean_YCH8tvC9dX,,,0
73255,-293.18497587,mp-1096875,Cr4Ag4O8,"(0, 1, 0)",CrAgO2_mp-1096875_clean_QaFU241UDX,,,0
71004,-974.5808441,mp-1183443,Be1Sb1O3,"(3, 3, 2)",BeSbO3_mp-1183443_clean_lsXeK5sZpe,,,0
40130,-355.94114581,mp-656887,Ni6O8,"(2, 0, 3)",Ni3O4_mp-656887_clean_lguoUErSVy,,,0
78495,-273.52737012,mp-768537,Cs12Tl4O12,"(1, 0, 1)",Cs3TlO3_mp-768537_clean_VZdHlPYh80,,,0
22170,-401.41853944,mvc-7701,Zn4Sn6O16,"(1, 0, 0)",Zn2Sn3O8_mvc-7701_clean_mYsch2gBlq,,,0
44030,-770.48121423,TiWO4-rutile,Ti1W1O4,"(2, 1, 0)",414325470_TiWO4_TiWO4-rutile_clean_Zu2PbL5a9K,,,0
79311,-479.58817657,mp-1180771,K4Co4O8,"(2, 1, 0)",KCoO2_mp-1180771_clean_10wscQGxv1,,,0
84623,-704.05876484,mp-19262,Cr16Cd8O32,"(1, 1, 0)",Cr2CdO4_mp-19262_clean_4pQpPBWwKg,,,0
69972,-519.36960406,mp-1102412,Cr4O8,"(1, 1, 1)",CrO2_mp-1102412_clean_C36KEMKEfO,,,0
80623,-698.61649092,mp-27226,Mg2Cu4O6,"(0, 2, 1)",MgCu2O3_mp-27226_clean_tsBoOdaKj0,,,0
85599,-360.98581641,mp-1207437,Zr18Re8O6,"(1, 0, 0)",Zr9Re4O3_mp-1207437_clean_5zbQYKaFUN,,,0
85281,-610.080327,mp-725,Rh2O4,"(3, 0, 1)",RhO2_mp-725_clean_Xe0gAmNR41,,,0
69419,-170.52199105,mp-1205877,Cs4Tl4O4,"(1, 1, 1)",CsTlO_mp-1205877_clean_eNZUZYyhMC,,,0
22408,-598.54093575,mp-1104542,Cu4Rh8O16,"(1, 1, 0)",Cu-RhO2-2_mp-1104542_clean_jbYupNj2ys,,,0
68565,-954.01794978,mp-1222532,Li14Sn8O24,"(1, 0, -1)",Li7-SnO3-4_mp-1222532_clean_DcSckdoOEk,,,0
82784,-561.54817186,SbPtO4-rutile,Sb1Pt1O4,"(1, 1, 1)",1007915_SbPtO4_SbPtO4-rutile_clean_GQwureuxvz,,,0
21771,-371.99891605,mp-1235496,Sr2Li1O12,"(2, -2, 1)",Sr2LiO12_mp-1235496_clean_DW8UOT4Xra,,,0
43504,-712.09849876,mp-19156,Ba2Mn2O6,"(3, 3, 2)",90423983570956_BaMnO3_mp-19156_clean_BA60Hl9Kwl,,,0
20042,-324.94141596,mp-765466,Ga16Co8O32,"(1, 1, 0)",Ga2CoO4_mp-765466_clean_u5urgjRCjU,,,0
80804,-809.99587,mp-754605,Li4Lu4O8,"(3, 2, 3)",LiLuO2_mp-754605_clean_MlWB3sVYys,,,0
43617,-596.12603937,IrPdO4-rutile,Ir1Pd1O4,"(1, 1, 0)",51024953_IrPdO4_IrPdO4-rutile_clean_OgmBr0awfD,,,0
38623,-572.78856026,mp-25572,Sc1Mo3O8,"(0, 2, 1)",ScMo3O8_mp-25572_clean_exUu59gJYQ,,,0
28276,-780.92167269,mp-849263,Na4V40O60,"(1, 0, 0)",NaV10O15_mp-849263_clean_udzYhzEmHx,,,0
80873,-291.41116815,mp-361,Cu4O2,"(3, 2, 2)",Cu2O_mp-361_clean_00bhsvulyh,,,0
26934,-492.1862341,CuRuO4-rutile,Cu1Ru1O4,"(3, 0, 1)",CuRuO4_CuRuO4-rutile_clean_XXqq60qopC,,,0
347,-452.36343552,mp-1184945,K1Y1O3,"(2, 2, 1)",KYO3_mp-1184945_clean_TUj9ZEI7Ky,,,0
34120,-615.65535437,CoWO4-rutile,Co1W1O4,"(3, 0, 1)",CoWO4_CoWO4-rutile_clean_grqVkZqTvU,,,0
73041,-547.92217993,mp-754959,Cr4Ag4O16,"(1, 3, 0)",CrAgO4_mp-754959_clean_pWIHGZVMls,,,0
69199,-848.69700296,mp-1019595,Ce10Zr6O32,"(0, 0, 1)",Ce5Zr3O16_mp-1019595_clean_gKCkwyl3t4,,,0
82644,-596.84157818,mp-8189,Li6Re6O18,"(1, 1, 0)",1012805_LiReO3_mp-8189_clean_HIcacoPtby,,,0
13045,-410.12728346,mp-545820,Sn8O8,"(1, 0, 1)",SnO_mp-545820_clean_BXjyh90iMt,,,0
15829,-661.74023039,mp-773064,V4Rh4O16,"(1, 0, 0)",VRhO4_mp-773064_clean_3ZZKCeBxE9,,,0
32472,-298.7589197,mp-1215562,Zn3Cd1O4,"(1, 0, 0)",Zn3CdO4_mp-1215562_clean_5kpVqOvLc7,,,0
13212,-398.29537576,mp-1016871,Zr1Hg1O3,"(1, 1, 1)",ZrHgO3_mp-1016871_clean_GAtf6Xtj0P,,,0
30831,-891.39721522,mp-780406,Lu16Al8O36,"(1, 0, 0)",Lu4Al2O9_mp-780406_clean_G4Vumo0Q5q,,,0
84706,-626.23234405,mp-766314,Ba2Ti20O40,"(0, 1, 0)",BaTi10O20_mp-766314_clean_ZX90d0nBQG,,,0
43450,-366.25601074,mp-617,Pt1O2,"(2, 0, 1)",2411243514_PtO2_mp-617_clean_GfGVmIjWGd,,,0
17847,-359.20883648,mp-2908,Al16Zn8O32,"(1, 1, 0)",Al2ZnO4_mp-2908_clean_ThvZcUq4FT,,,0
75081,-746.71505539,mp-756190,Cd4Ga8O16,"(1, 0, 1)",Cd-GaO2-2_mp-756190_clean_eWPnSsFymO,,,0
19707,-585.96822462,mp-1265,Mg4O4,"(2, 2, 1)",MgO_mp-1265_clean_XF6F3AkuJL,,,0
17172,-355.99813857,mp-4826,Ca1Cu1O2,"(1, 1, 2)",CaCuO2_mp-4826_clean_9zZJQqGPqK,,,0
41474,-688.910758,mp-3359,Ba4Sn2O8,"(3, 2, 0)",414325470_Ba2SnO4_mp-3359_clean_RmJAUKXsGQ,,,0
39324,-639.16588972,mp-29077,Li8Bi8O24,"(1, 1, 0)",LiBiO3_mp-29077_clean_KUoODL42QP,,,0
74901,-586.8160726,mp-754152,Y6Bi6O18,"(1, 1, 0)",YBiO3_mp-754152_clean_Mh0lXvfjHv,,,0
72734,-646.19574651,mp-867615,Ca8Tl8O20,"(2, 2, -1)",Ca2Tl2O5_mp-867615_clean_0egFltITPK,,,0
9597,-384.8744828,mp-551470,Tl8O4,"(1, 0, -2)",Tl2O_mp-551470_clean_i7OOiJCycO,,,0
80553,-646.27554912,mp-636731,Zr2Mo4O16,"(2, 1, 0)",Zr-MoO4-2_mp-636731_clean_3AtG5ssjJg,,,0
80083,-548.26127843,mvc-3570,Y2Co2O6,"(1, 1, 0)",YCoO3_mvc-3570_clean_nZqC1NBt1q,,,0
17526,-558.99431105,AgSbO4-rutile,Ag1Sb1O4,"(2, 2, 1)",AgSbO4_AgSbO4-rutile_clean_qhPzat04Np,,,0
69996,-909.40999364,mp-1217946,Ta6Fe6O24,"(0, 1, 0)",TaFeO4_mp-1217946_clean_aQXqtEInev,,,0
80575,-291.69021968,mp-14411,K8Ge2O8,"(0, 0, 1)",K4GeO4_mp-14411_clean_aBH6jn4fUf,,,0
44495,-298.36554469,mp-1016841,Hf1Hg1O3,"(1, 1, 1)",235508583253254_HfHgO3_mp-1016841_clean_dpc5ubOwvz,,,0
34874,-173.65152775,mp-9200,K3Au1O1,"(2, 2, 1)",K3AuO_mp-9200_clean_9dFUoQObLJ,,,0
79284,-661.60191557,mp-18847,V8Cd4O16,"(2, 2, -1)",V2CdO4_mp-18847_clean_bREpncpjH4,,,0
79645,-802.33446528,mp-5052,Ti4Cd4O12,"(1, 2, 0)",TiCdO3_mp-5052_clean_YZOzDDaYAm,,,0
79963,-567.94885459,mvc-16809,Y4Ni8O16,"(1, 0, 1)",Y-NiO2-2_mvc-16809_clean_hmEAeWuAM2,,,0
76507,-809.73197459,mp-755647,Ca2Pt6O8,"(3, 3, 1)",CaPt3O4_mp-755647_clean_Kt46rNUTys,,,0
74389,-187.87825056,mp-770932,Li4Sb4O12,"(1, 0, 0)",LiSbO3_mp-770932_clean_m2aaSpC3Jc,,,0
31313,-368.10285787,mp-1200040,Na2Ga22O36,"(1, 0, 0)",NaGa11O18_mp-1200040_clean_1POAcc3LX4,,,0
28594,-301.58184409,mp-1221645,Mn3Cd3O6,"(1, 1, 0)",MnCdO2_mp-1221645_clean_AcfI8DgSQG,,,0
33049,-288.20368098,mp-3338,Na4Ga4O8,"(0, 1, 1)",NaGaO2_mp-3338_clean_HgC1BoAutn,,,0
30506,-190.72231684,mp-2133,Zn2O2,"(3, -1, 0)",ZnO_mp-2133_clean_ExYOY7Nozc,,,0
31319,-402.38437777,mp-19252,K4Ni2O4,"(1, 1, 3)",K2NiO2_mp-19252_clean_bq4l4Dy2GY,,,0
81106,-423.35670362,FeSbO4-rutile,Fe1Sb1O4,"(0, 0, 1)",FeSbO4_FeSbO4-rutile_clean_aifueRtFRq,,,0
74072,-750.61716978,mp-757196,Hg4W4O14,"(2, -1, 1)",Hg2W2O7_mp-757196_clean_ZKnqDGTp1g,,,0
30175,-385.42166408,HgPdO4-rutile,Hg1Pd1O4,"(1, -1, 2)",HgPdO4_HgPdO4-rutile_clean_CX77OAImSQ,,,0
7578,-420.32533135,mp-3324,Nb8Sn4O24,"(1, 1, 0)",Nb2SnO6_mp-3324_clean_qae9kNnNC9,,,0
19677,-608.04461217,mp-1219461,Sb4W20O60,"(0, 0, 1)",Sb-WO3-5_mp-1219461_clean_DgCP5uBiR9,,,0
82806,-712.93758168,mp-1208626,Sr4Rh4O12,"(2, 1, 0)",1029114_SrRhO3_mp-1208626_clean_mpdWTGF8TX,,,0
